Transaction ID,Member ID,Date,Payment method,Payment Amount,Discount,On Account,Transaction Amount,Amount Due,Amount Paid,Item Type,Amount Due For Line Item,Actual Paid,Item ID,Item Name,Membership Type,Applicable Taxes,Project ID,Project Name,Handled By,Notes,Renewal
760075,874,1/1/2018 9:36 PM,,,,,2.1,2.10,,Check Out (Renewal),,,4829.0,"Clamp, Bar",,,,,Gin,,Renewal
760075,874,1/1/2018 9:36 PM,On Account,,,2.10,2.1,2.10,,,,,,,,,,,,,
760472,781,1/2/2018 5:34 PM,,,,,,,,Loan Return,,,6456.0,Plastic Putty Knife,,,,,mal,,
760472,781,1/2/2018 5:34 PM,,,,,,,,Check Out (Renewal),,,6456.0,Plastic Putty Knife,,,,,mal,self-renewal,Renewal
760473,781,1/2/2018 5:34 PM,,,,,,,,Loan Return,,,6457.0,Plastic Putty Knife,,,,,mal,,
760473,781,1/2/2018 5:34 PM,,,,,,,,Check Out (Renewal),,,6457.0,Plastic Putty Knife,,,,,mal,self-renewal,Renewal
760474,781,1/2/2018 5:34 PM,,,,,,,,Loan Return,,,5414.0,Tile Cutter,,,,,mal,,
760474,781,1/2/2018 5:34 PM,,,,,,,,Check Out (Renewal),,,5414.0,Tile Cutter,,,,,mal,self-renewal,Renewal
760475,781,1/2/2018 5:34 PM,,,,,,,,Loan Return,,,4557.0,Square,,,,,mal,,
760475,781,1/2/2018 5:34 PM,,,,,,,,Check Out (Renewal),,,4557.0,Square,,,,,mal,self-renewal,Renewal
760476,781,1/2/2018 5:34 PM,,,,,,,,Loan Return,,,4751.0,"Saw, Miter",,,,,mal,,
760476,781,1/2/2018 5:34 PM,,,,,,,,Check Out (Renewal),,,4751.0,"Saw, Miter",,,,,mal,self-renewal,Renewal
760477,781,1/2/2018 5:34 PM,,,,,,,,Loan Return,,,4134.0,"Wrench, Pipe",,,,,mal,,
760477,781,1/2/2018 5:34 PM,,,,,,,,Check Out (Renewal),,,4134.0,"Wrench, Pipe",,,,,mal,self-renewal,Renewal
760811,413,1/3/2018 10:07 AM,,,,,,,,Loan Return,,,4074.0,Grout Float,,,,,bel,,
760811,413,1/3/2018 10:07 AM,,,,,,,,Check Out (Renewal),,,4074.0,Grout Float,,,,,bel,self-renewal,Renewal
760826,1133,1/3/2018 10:50 AM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,mcu,,
760963,171,1/3/2018 3:13 PM,,,,,21.7,21.70,2.00,Late Fee,21.7,21.7,3762.0,"Wrench, Pipe",,,,,Aar,,
760963,171,1/3/2018 3:13 PM,Cash,2.00,,,21.7,21.70,2.00,,,,,,,,,,,,
760963,171,1/3/2018 3:13 PM,On Account,,,19.70,21.7,21.70,2.00,,,,,,,,,,,,
760980,1099,1/3/2018 3:23 PM,,,,,,,,Membership Change,,,,,regular,,,,Aar,,
760980,1099,1/3/2018 3:23 PM,,,,,,,,Check Out,,,3759.0,Profile Sander,,,,,Aar,,
760980,1099,1/3/2018 3:23 PM,,,,,,,,Check Out,,,662.0,"Sander, Belt",,,,,Aar,,
761009,1134,1/3/2018 3:45 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,Hol,,
761060,1135,1/3/2018 4:19 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,gri,,
761066,1135,1/3/2018 4:24 PM,,,,,,,,Membership Change,,,,,regular,,,,Aar,,
761066,1135,1/3/2018 4:24 PM,,,,,,,,Check Out,,,5206.0,Vacuum Cleaner,,,,,Aar,,
761071,884,1/3/2018 4:25 PM,,,,,,,,Check Out,,,5013.0,"Power Sander, Palm Grip",,,,,Aar,,
761071,884,1/3/2018 4:25 PM,,,,,,,,Check Out,,,396.0,Circular Saw,,,,,Aar,,
761071,884,1/3/2018 4:25 PM,On Account,,,,,,,,,,,,,,,,,,
761079,1134,1/3/2018 4:38 PM,,,,,,,,Membership Change,,,,,regular,,,,Sir,,
761079,1134,1/3/2018 4:38 PM,,,,,,,,Check Out,,,5044.0,Wood Burning Pen,,,,,Sir,,
761111,460,1/3/2018 5:33 PM,,,,,,,,Membership Change,,,,,regular,,,,Sir,,
761124,793,1/3/2018 6:03 PM,,,,,,,,Check Out,,,5641.0,Swaging Tool,,,,,Sir,,
761124,793,1/3/2018 6:03 PM,On Account,,,,,,,,,,,,,,,,,,
761137,1129,1/3/2018 6:20 PM,,,,,,,,Loan Return,,,5478.0,Hack Saw,,,,,Sir,,
761146,623,1/3/2018 6:40 PM,,,,,1.0,1.00,,Late Fee,1.0,1.0,4612.0,"Drill, Corded",,,,,Sir,,
761146,623,1/3/2018 6:40 PM,On Account,,,1.00,1.0,1.00,,,,,,,,,,,,,
761148,623,1/3/2018 6:41 PM,On Account,,,(0.80),,(0.80),,,,,,,,,,,,,
761148,623,1/3/2018 6:41 PM,Discount,,0.80,,,(0.80),,,,,,,,,,,,holliday rental,
761150,717,1/3/2018 6:49 PM,,,,,,,,Check Out,,,5142.0,[Duplicated] Bit Set,,,,,Sir,,
761150,717,1/3/2018 6:49 PM,,,,,,,,Check Out,,,5055.0,Stud Finder,,,,,Sir,,
761150,717,1/3/2018 6:49 PM,,,,,,,,Check Out,,,4519.0,"Drill, Cordless",,,,,Sir,,
761150,717,1/3/2018 6:49 PM,,,,,,,,Check Out,,,4520.0,Battery Charger,,,,,Sir,,
761150,717,1/3/2018 6:49 PM,,,,,,,,Check Out,,,6289.0,12V Battery BATT_A,,,,,Sir,,
761150,717,1/3/2018 6:49 PM,On Account,,,,,,,,,,,,,,,,,,
761160,781,1/3/2018 7:32 PM,,,,,,,,Loan Return,,,5414.0,Tile Cutter,,,,,Sir,,
761160,781,1/3/2018 7:32 PM,,,,,,,,Loan Return,,,4557.0,Square,,,,,Sir,,
761160,781,1/3/2018 7:32 PM,,,,,,,,Loan Return,,,4751.0,"Saw, Miter",,,,,Sir,,
761160,781,1/3/2018 7:32 PM,,,,,,,,Loan Return,,,4134.0,"Wrench, Pipe",,,,,Sir,,
761160,781,1/3/2018 7:32 PM,,,,,,,,Loan Return,,,6456.0,Plastic Putty Knife,,,,,Sir,,
761160,781,1/3/2018 7:32 PM,,,,,,,,Loan Return,,,6457.0,Plastic Putty Knife,,,,,Sir,,
761160,781,1/3/2018 7:32 PM,,,,,,,,Check Out,,,4850.0,Grout Float,,,,,Sir,,
761160,781,1/3/2018 7:32 PM,,,,,,,,Check Out (Renewal),,,4134.0,"Wrench, Pipe",,,,,Sir,,Renewal
761160,781,1/3/2018 7:32 PM,,,,,,,,Check Out (Renewal),,,4751.0,"Saw, Miter",,,,,Sir,,Renewal
761160,781,1/3/2018 7:32 PM,,,,,,,,Check Out (Renewal),,,4557.0,Square,,,,,Sir,,Renewal
761160,781,1/3/2018 7:32 PM,,,,,,,,Check Out (Renewal),,,5414.0,Tile Cutter,,,,,Sir,,Renewal
761160,781,1/3/2018 7:32 PM,,,,,,,,Check Out (Renewal),,,6456.0,Plastic Putty Knife,,,,,Sir,,Renewal
761160,781,1/3/2018 7:32 PM,,,,,,,,Check Out (Renewal),,,6457.0,Plastic Putty Knife,,,,,Sir,,Renewal
761160,781,1/3/2018 7:32 PM,On Account,,,,,,,,,,,,,,,,,,
761165,1132,1/3/2018 7:48 PM,,,,,,,,Loan Return,,,4452.0,Box Joint Template,,,,,Sir,,
761168,994,1/3/2018 8:34 PM,,,,,,,,Loan Return,,,4495.0,Hand Clamp,,,,,Tre,,
761168,994,1/3/2018 8:34 PM,,,,,,,,Check Out (Renewal),,,4495.0,Hand Clamp,,,,,Tre,self-renewal,Renewal
761169,994,1/3/2018 8:34 PM,,,,,,,,Loan Return,,,6446.0,"Clamp, Quick Grip",,,,,Tre,,
761169,994,1/3/2018 8:34 PM,,,,,,,,Check Out (Renewal),,,6446.0,"Clamp, Quick Grip",,,,,Tre,self-renewal,Renewal
761170,265,1/3/2018 8:38 PM,,,,,,,,Check Out,,,4543.0,Stud Finder,,,,,hap,,
761171,nio1124,1/3/2018 8:40 PM,,,,,1.6,1.60,,Late Fee,0.4,0.4,160.0,"Scraper, Multitool",,,,,hap,,
761171,nio1124,1/3/2018 8:40 PM,,,,,1.6,1.60,,Late Fee,0.4,0.4,6351.0,Paintbrush,,,,,hap,,
761171,nio1124,1/3/2018 8:40 PM,,,,,1.6,1.60,,Late Fee,0.4,0.4,6378.0,Paint Roller,,,,,hap,,
761171,nio1124,1/3/2018 8:40 PM,,,,,1.6,1.60,,Late Fee,0.4,0.4,5404.0,Paint Roller Extension Pole,,,,,hap,,
761171,nio1124,1/3/2018 8:40 PM,,,,,1.6,1.60,,Check Out (Renewal),,,5404.0,Paint Roller Extension Pole,,,,,hap,,Renewal
761171,nio1124,1/3/2018 8:40 PM,,,,,1.6,1.60,,Check Out (Renewal),,,6378.0,Paint Roller,,,,,hap,,Renewal
761171,nio1124,1/3/2018 8:40 PM,,,,,1.6,1.60,,Check Out (Renewal),,,6351.0,Paintbrush,,,,,hap,,Renewal
761171,nio1124,1/3/2018 8:40 PM,,,,,1.6,1.60,,Check Out (Renewal),,,160.0,"Scraper, Multitool",,,,,hap,,Renewal
761171,nio1124,1/3/2018 8:40 PM,On Account,,,1.60,1.6,1.60,,,,,,,,,,,,,
761172,1094,1/3/2018 8:42 PM,,,,,2.8,,,Late Fee,1.4,1.4,6348.0,Tile Saw,,,,,hap,,
761172,1094,1/3/2018 8:42 PM,,,,,2.8,,,Late Fee,1.4,1.4,5184.0,Tile Saw,,,,,hap,,
761172,1094,1/3/2018 8:42 PM,Discount,,2.80,,2.8,,,,,,,,,,,,,Christmas - unable to renew online wjh,
761177,1120,1/3/2018 9:07 PM,,,,,,,,Loan Return,,,5849.0,"Drill, Corded",,,,,hap,,
761177,1120,1/3/2018 9:07 PM,,,,,,,,Check Out,,,3760.0,Hole Hawg,,,,,hap,,
761177,1120,1/3/2018 9:07 PM,,,,,,,,Check Out (Renewal),,,5849.0,"Drill, Corded",,,,,hap,,Renewal
761177,1120,1/3/2018 9:07 PM,On Account,,,,,,,,,,,,,,,,,,
761182,353,1/3/2018 9:39 PM,,,,,,,,Loan Return,,,5054.0,"Drill, Cordless",,,,,wen,,
761182,353,1/3/2018 9:39 PM,,,,,,,,Check Out (Renewal),,,5054.0,"Drill, Cordless",,,,,wen,self-renewal,Renewal
761502,1136,1/4/2018 12:54 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,pzi,,
762147,1137,1/5/2018 1:57 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,dfa,,
762249,1138,1/5/2018 7:09 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,con,,
762586,1139,1/6/2018 9:10 AM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,ake,,
762594,876,1/6/2018 9:14 AM,,,,,5.0,5.00,5.00,Membership Fee,,5.0,,,regular,,,,Gin,,
762594,876,1/6/2018 9:14 AM,External Credit/Debit,5.00,,,5.0,5.00,5.00,,,,,,,,,,,,
762596,876,1/6/2018 9:15 AM,,,,,,,,Check Out,,,5590.0,Ladder,,,,,Gin,,
762655,1096,1/6/2018 9:53 AM,,,,,,,,Check Out,,,4155.0,Caulk Gun,,,,,Gin,,
762655,1096,1/6/2018 9:53 AM,,,,,,,,Check Out,,,6280.0,Caulk Gun,,,,,Gin,,
762655,1096,1/6/2018 9:53 AM,,,,,,,,Check Out,,,6223.0,Caulk Finisher,,,,,Gin,,
762655,1096,1/6/2018 9:53 AM,,,,,,,,Check Out,,,6443.0,Label Maker,,,,,Gin,,
762747,1133,1/6/2018 10:42 AM,,,,,50.0,50.00,50.00,Membership Fee,,50.0,,,regular,,,,Gin,,
762747,1133,1/6/2018 10:42 AM,External Credit/Debit,50.00,,,50.0,50.00,50.00,,,,,,,,,,,,
762757,1140,1/6/2018 10:49 AM,,,,,,,,Membership Change,,,,,regular,,,,Gin,,
762760,1140,1/6/2018 10:50 AM,,,,,20.0,20.00,20.00,Membership Fee,,20.0,,,regular,,,,Gin,,
762760,1140,1/6/2018 10:50 AM,Cash,20.00,,,20.0,20.00,20.00,,,,,,,,,,,,
762766,1133,1/6/2018 10:56 AM,,,,,,,,Check Out,,,5373.0,Biscuit Joiner,,,,,Gin,,
762766,1133,1/6/2018 10:56 AM,,,,,,,,Check Out,,,4773.0,"Clamp, Bar",,,,,Gin,,
762766,1133,1/6/2018 10:56 AM,,,,,,,,Check Out,,,4774.0,"Clamp, Bar",,,,,Gin,,
762775,989,1/6/2018 11:01 AM,,,,,,,,Check Out,,,5413.0,Steam Vacuum,,,,,Gin,,
762854,1141,1/6/2018 11:29 AM,,,,,20.0,20.00,20.00,Membership Fee,,20.0,,,regular,,,,Gin,,
762854,1141,1/6/2018 11:29 AM,External Credit/Debit,20.00,,,20.0,20.00,20.00,,,,,,,,,,,,
762860,1141,1/6/2018 11:33 AM,,,,,,,,Check Out,,,6480.0,Drill Bit Set,,,,,Gin,,
762860,1141,1/6/2018 11:33 AM,,,,,,,,Check Out,,,3751.0,"Drill, Corded",,,,,Gin,,
762865,1136,1/6/2018 11:35 AM,,,,,20.0,20.00,20.00,Membership Fee,,20.0,,,regular,,,,Gin,,
762865,1136,1/6/2018 11:35 AM,External Credit/Debit,20.00,,,20.0,20.00,20.00,,,,,,,,,,,,
762872,1136,1/6/2018 11:39 AM,,,,,,,,Check Out,,,6504.0,Drill Bit Set,,,,,Gin,,
762872,1136,1/6/2018 11:39 AM,,,,,,,,Check Out,,,6358.0,"Drill, Corded, 3/8in",,,,,Gin,,
762872,1136,1/6/2018 11:39 AM,,,,,,,,Check Out,,,4291.0,Stud Finder,,,,,Gin,,
762873,1139,1/6/2018 11:40 AM,,,,,10.0,10.00,10.00,Membership Fee,,10.0,,,regular,,,,Gin,,
762873,1139,1/6/2018 11:40 AM,Cash,10.00,,,10.0,10.00,10.00,,,,,,,,,,,,
762875,1139,1/6/2018 11:40 AM,,,,,,,,Check Out,,,5155.0,"Saw, Back",,,,,Gin,,
762880,1142,1/6/2018 11:45 AM,,,,,10.0,10.00,10.00,Membership Fee,,10.0,,,regular,,,,Gin,,
762880,1142,1/6/2018 11:45 AM,Cash,10.00,,,10.0,10.00,10.00,,,,,,,,,,,,
762885,1142,1/6/2018 11:47 AM,,,,,,,,Check Out,,,4106.0,Fish Tape,,,,,Gin,,
762894,932,1/6/2018 11:49 AM,,,,,,,,Loan Return,,,4490.0,Wire Stripper,,,,,Gin,,
762894,932,1/6/2018 11:49 AM,,,,,,,,Loan Return,,,3829.0,Compression Test Kit,,,,,Gin,,
762894,932,1/6/2018 11:49 AM,,,,,,,,Loan Return,,,4965.0,Multimeter,,,,,Gin,,
762916,1129,1/6/2018 11:56 AM,,,,,,,,Check Out,,,6505.0,Soldering Iron,,,,,Gin,,
762956,1120,1/6/2018 12:12 PM,,,,,,,,Loan Return,,,3760.0,Hole Hawg,,,,,mai,,
762956,1120,1/6/2018 12:12 PM,,,,,,,,Loan Return,,,5849.0,"Drill, Corded",,,,,mai,,
762956,1120,1/6/2018 12:12 PM,,,,,,,,Check Out,,,5169.0,Soldering Iron,,,,,mai,,
762956,1120,1/6/2018 12:12 PM,,,,,,,,Check Out,,,4825.0,Power Sander With Vacuum Bag,,,,,mai,,
762956,1120,1/6/2018 12:12 PM,,,,,,,,Check Out (Renewal),,,5849.0,"Drill, Corded",,,,,mai,,Renewal
762956,1120,1/6/2018 12:12 PM,,,,,,,,Check Out (Renewal),,,3760.0,Hole Hawg,,,,,mai,,Renewal
762956,1120,1/6/2018 12:12 PM,On Account,,,,,,,,,,,,,,,,,,
763666,1096,1/7/2018 4:04 PM,,,,,,,,Loan Return,,,4155.0,Caulk Gun,,,,,tus,,
763666,1096,1/7/2018 4:04 PM,,,,,,,,Loan Return,,,6280.0,Caulk Gun,,,,,tus,,
763666,1096,1/7/2018 4:04 PM,,,,,,,,Loan Return,,,6223.0,Caulk Finisher,,,,,tus,,
763666,1096,1/7/2018 4:04 PM,,,,,,,,Loan Return,,,6443.0,Label Maker,,,,,tus,,
763668,262,1/7/2018 4:09 PM,,,,,0.8,0.80,0.80,Late Fee,0.8,0.8,277.0,"Saw, Reciprocating, Cordless",,,,,tus,,
763668,262,1/7/2018 4:09 PM,Cash,1.00,,,0.8,0.80,0.80,,,,,,,,,,,,
763668,262,1/7/2018 4:09 PM,Cash,(0.20),,,0.8,0.80,0.80,,,,,,,,,,,,
763674,900,1/7/2018 4:20 PM,,,,,,,,Check Out,,,6436.0,"Saw, Key Hole",,,,,tus,,
763678,894,1/7/2018 4:35 PM,,,,,0.8,0.80,0.80,Late Fee,0.1,0.1,4674.0,"Clamp, Quick Grip",,,,,tus,,
763678,894,1/7/2018 4:35 PM,,,,,0.8,0.80,0.80,Late Fee,0.1,0.1,308.0,"Clamp, Hand",,,,,tus,,
763678,894,1/7/2018 4:35 PM,,,,,0.8,0.80,0.80,Late Fee,0.1,0.1,311.0,"Clamp, Hand",,,,,tus,,
763678,894,1/7/2018 4:35 PM,,,,,0.8,0.80,0.80,Late Fee,0.1,0.1,312.0,Clamp,,,,,tus,,
763678,894,1/7/2018 4:35 PM,,,,,0.8,0.80,0.80,Late Fee,0.1,0.1,313.0,"Clamp, Hand",,,,,tus,,
763678,894,1/7/2018 4:35 PM,,,,,0.8,0.80,0.80,Late Fee,0.1,0.1,5156.0,"Clamp, Quick Grip",,,,,tus,,
763678,894,1/7/2018 4:35 PM,,,,,0.8,0.80,0.80,Late Fee,0.1,0.1,5143.0,"Clamp, Quick Grip",,,,,tus,,
763678,894,1/7/2018 4:35 PM,,,,,0.8,0.80,0.80,Late Fee,0.1,0.1,6112.0,"Clamp, Quick Grip",,,,,tus,,
763678,894,1/7/2018 4:35 PM,Cash,1.00,,,0.8,0.80,0.80,,,,,,,,,,,,
763678,894,1/7/2018 4:35 PM,Cash,(0.20),,,0.8,0.80,0.80,,,,,,,,,,,,
763682,771,1/7/2018 4:45 PM,,,,,,,,Check Out,,,672.0,"Drill, Corded",,,,,tus,,
763686,1143,1/7/2018 4:50 PM,,,,,20.0,20.00,20.00,Membership Fee,,20.0,,,regular,,,,tus,,
763686,1143,1/7/2018 4:50 PM,Cash,20.00,,,20.0,20.00,20.00,,,,,,,,,,,,
763692,1143,1/7/2018 4:53 PM,,,,,,,,Check Out,,,680.0,"Saw, Back",,,,,tus,,
763695,797,1/7/2018 4:58 PM,,,,,,(0.10),2.00,Check Out,,,4465.0,"Saw, Hand",,,,,tus,,
763695,797,1/7/2018 4:58 PM,,,,,,(0.10),2.00,Check Out,,,4553.0,Try Square,,,,,tus,,
763695,797,1/7/2018 4:58 PM,,,,,,(0.10),2.00,Check Out,,,4926.0,Chisel,,,,,tus,,
763695,797,1/7/2018 4:58 PM,,,,,,(0.10),2.00,Check Out,,,4889.0,Chisel,,,,,tus,,
763695,797,1/7/2018 4:58 PM,,,,,,(0.10),2.00,Check Out,,,4927.0,Chisel,,,,,tus,,
763695,797,1/7/2018 4:58 PM,,,,,,(0.10),2.00,Check Out,,,6479.0,Roto Zip,,,,,tus,,
763695,797,1/7/2018 4:58 PM,On Account,,,(2.10),,(0.10),2.00,,,,,,,,,,,,
763695,797,1/7/2018 4:58 PM,Cash,2.00,,,,(0.10),2.00,,,,,,,,,,,,
763695,797,1/7/2018 4:58 PM,Discount,,0.10,,,(0.10),2.00,,,,,,,,,,,,
763696,1131,1/7/2018 5:00 PM,,,,,0.4,0.40,,Late Fee,0.1,0.1,5605.0,Spade,,,,,tus,,
763696,1131,1/7/2018 5:00 PM,,,,,0.4,0.40,,Late Fee,0.1,0.1,6306.0,"Lawn Edger, Manual",,,,,tus,,
763696,1131,1/7/2018 5:00 PM,,,,,0.4,0.40,,Late Fee,0.1,0.1,4776.0,"Lawn Edger, Rotary",,,,,tus,,
763696,1131,1/7/2018 5:00 PM,,,,,0.4,0.40,,Late Fee,0.1,0.1,4727.0,Post Hole Digger,,,,,tus,,
763696,1131,1/7/2018 5:00 PM,On Account,,,0.40,0.4,0.40,,,,,,,,,,,,,
763700,894,1/7/2018 5:07 PM,,,,,,,,Check Out,,,311.0,"Clamp, Hand",,,,,tus,,
763700,894,1/7/2018 5:07 PM,,,,,,,,Check Out,,,313.0,"Clamp, Hand",,,,,tus,,
763700,894,1/7/2018 5:07 PM,,,,,,,,Check Out,,,312.0,Clamp,,,,,tus,,
763700,894,1/7/2018 5:07 PM,,,,,,,,Check Out,,,308.0,"Clamp, Hand",,,,,tus,,
763700,894,1/7/2018 5:07 PM,,,,,,,,Check Out,,,6173.0,"Clamp, Bar",,,,,tus,,
763700,894,1/7/2018 5:07 PM,,,,,,,,Check Out,,,6179.0,"Clamp, Bar",,,,,tus,,
763700,894,1/7/2018 5:07 PM,,,,,,,,Check Out,,,6175.0,"Clamp, Bar",,,,,tus,,
763700,894,1/7/2018 5:07 PM,,,,,,,,Check Out,,,5259.0,"Clamp, Bar",,,,,tus,,
763701,797,1/7/2018 5:08 PM,,,,,,,,Loan Return,,,4465.0,"Saw, Hand",,,,,tus,,
763701,797,1/7/2018 5:08 PM,,,,,,,,Loan Return,,,4553.0,Try Square,,,,,tus,,
763701,797,1/7/2018 5:08 PM,,,,,,,,Loan Return,,,4926.0,Chisel,,,,,tus,,
763701,797,1/7/2018 5:08 PM,,,,,,,,Loan Return,,,4889.0,Chisel,,,,,tus,,
763701,797,1/7/2018 5:08 PM,,,,,,,,Loan Return,,,4927.0,Chisel,,,,,tus,,
763701,797,1/7/2018 5:08 PM,,,,,,,,Loan Return,,,6479.0,Roto Zip,,,,,tus,,
763701,797,1/7/2018 5:08 PM,,,,,,,,Check Out (Renewal),,,6479.0,Roto Zip,,,,,tus,,Renewal
763701,797,1/7/2018 5:08 PM,,,,,,,,Check Out (Renewal),,,4927.0,Chisel,,,,,tus,,Renewal
763701,797,1/7/2018 5:08 PM,,,,,,,,Check Out (Renewal),,,4889.0,Chisel,,,,,tus,,Renewal
763701,797,1/7/2018 5:08 PM,,,,,,,,Check Out (Renewal),,,4926.0,Chisel,,,,,tus,,Renewal
763701,797,1/7/2018 5:08 PM,,,,,,,,Check Out (Renewal),,,4553.0,Try Square,,,,,tus,,Renewal
763701,797,1/7/2018 5:08 PM,,,,,,,,Check Out (Renewal),,,4465.0,"Saw, Hand",,,,,tus,,Renewal
763702,971,1/7/2018 5:12 PM,,,,,40.0,40.00,40.00,Membership Fee,,40.0,,,regular,,,,tus,,
763702,971,1/7/2018 5:12 PM,External Credit/Debit,40.00,,,40.0,40.00,40.00,,,,,,,,,,,,
763704,894,1/7/2018 5:24 PM,,,,,,,,Loan Return,,,311.0,"Clamp, Hand",,,,,tus,,
763704,894,1/7/2018 5:24 PM,,,,,,,,Loan Return,,,313.0,"Clamp, Hand",,,,,tus,,
763704,894,1/7/2018 5:24 PM,,,,,,,,Loan Return,,,312.0,Clamp,,,,,tus,,
763704,894,1/7/2018 5:24 PM,,,,,,,,Loan Return,,,308.0,"Clamp, Hand",,,,,tus,,
763704,894,1/7/2018 5:24 PM,,,,,,,,Loan Return,,,6173.0,"Clamp, Bar",,,,,tus,,
763704,894,1/7/2018 5:24 PM,,,,,,,,Loan Return,,,6179.0,"Clamp, Bar",,,,,tus,,
763704,894,1/7/2018 5:24 PM,,,,,,,,Loan Return,,,6175.0,"Clamp, Bar",,,,,tus,,
763704,894,1/7/2018 5:24 PM,,,,,,,,Loan Return,,,5259.0,"Clamp, Bar",,,,,tus,,
763704,894,1/7/2018 5:24 PM,,,,,,,,Check Out (Renewal),,,5259.0,"Clamp, Bar",,,,,tus,,Renewal
763704,894,1/7/2018 5:24 PM,,,,,,,,Check Out (Renewal),,,6173.0,"Clamp, Bar",,,,,tus,,Renewal
763704,894,1/7/2018 5:24 PM,,,,,,,,Check Out (Renewal),,,6179.0,"Clamp, Bar",,,,,tus,,Renewal
763704,894,1/7/2018 5:24 PM,,,,,,,,Check Out (Renewal),,,6175.0,"Clamp, Bar",,,,,tus,,Renewal
763704,894,1/7/2018 5:24 PM,,,,,,,,Check Out (Renewal),,,308.0,"Clamp, Hand",,,,,tus,,Renewal
763704,894,1/7/2018 5:24 PM,,,,,,,,Check Out (Renewal),,,312.0,Clamp,,,,,tus,,Renewal
763704,894,1/7/2018 5:24 PM,,,,,,,,Check Out (Renewal),,,313.0,"Clamp, Hand",,,,,tus,,Renewal
763704,894,1/7/2018 5:24 PM,,,,,,,,Check Out (Renewal),,,311.0,"Clamp, Hand",,,,,tus,,Renewal
763705,117,1/7/2018 5:28 PM,,,,,0.2,0.20,,Late Fee,0.1,0.1,4327.0,"Drill, Cordless",,,,,tus,,
763705,117,1/7/2018 5:28 PM,,,,,0.2,0.20,,Late Fee,0.1,0.1,6483.0,Drill Bit Set,,,,,tus,,
763705,117,1/7/2018 5:28 PM,,,,,0.2,0.20,,Check Out (Renewal),,,6483.0,Drill Bit Set,,,,,tus,,Renewal
763705,117,1/7/2018 5:28 PM,,,,,0.2,0.20,,Check Out (Renewal),,,4327.0,"Drill, Cordless",,,,,tus,,Renewal
763705,117,1/7/2018 5:28 PM,On Account,,,0.20,0.2,0.20,,,,,,,,,,,,,
