Transaction ID,Member ID,Date,Payment method,Payment Amount,Discount,On Account,Transaction Amount,Amount Due,Amount Paid,Item Type,Amount Due For Line Item,Actual Paid,Item ID,Item Name,Membership Type,Applicable Taxes,Project ID,Project Name,Handled By,Notes,Renewal
1964035,1040,1/9/2021 9:50 AM,,,,,14.7,14.70,14.70,Late Fee,2.1,2.1,5542.0,Round Pointed Shovel,,,,,Gin,,
1964035,1040,1/9/2021 9:50 AM,,,,,14.7,14.70,14.70,Late Fee,2.1,2.1,5639.0,"Saw, Miter",,,,,Gin,,
1964035,1040,1/9/2021 9:50 AM,,,,,14.7,14.70,14.70,Late Fee,2.1,2.1,6909.0,"Clamp, Quick Grip",,,,,Gin,,
1964035,1040,1/9/2021 9:50 AM,,,,,14.7,14.70,14.70,Late Fee,2.1,2.1,6907.0,"Clamp, Quick Grip",,,,,Gin,,
1964035,1040,1/9/2021 9:50 AM,,,,,14.7,14.70,14.70,Late Fee,2.1,2.1,708.0,Table Saw With Accessories,,,,,Gin,,
1964035,1040,1/9/2021 9:50 AM,,,,,14.7,14.70,14.70,Late Fee,2.1,2.1,7762.0,"Clamp, Quick Grip",,,,,Gin,,
1964035,1040,1/9/2021 9:50 AM,,,,,14.7,14.70,14.70,Late Fee,2.1,2.1,7763.0,"Clamp, Quick Grip",,,,,Gin,,
1964035,1040,1/9/2021 9:50 AM,,,,,14.7,14.70,14.70,Check Out,,,489.0,Pole Saw,,,,,Gin,,
1964035,1040,1/9/2021 9:50 AM,,,,,14.7,14.70,14.70,Check Out,,,6942.0,"Clamp, Bar",,,,,Gin,,
1964035,1040,1/9/2021 9:50 AM,,,,,14.7,14.70,14.70,Check Out,,,6027.0,"Clamp, Bar",,,,,Gin,,
1964035,1040,1/9/2021 9:50 AM,,,,,14.7,14.70,14.70,Check Out,,,6700.0,"Clamp, Bar",,,,,Gin,,
1964035,1040,1/9/2021 9:50 AM,,,,,14.7,14.70,14.70,Check Out,,,6881.0,"Clamp, Bar",,,,,Gin,,
1964035,1040,1/9/2021 9:50 AM,Cash,14.70,,,14.7,14.70,14.70,,,,,,,,,,,,
1964046,195,1/9/2021 9:54 AM,,,,,50.0,32.80,50.00,Membership Fee,,50.0,,,regular,,,,Gin,,
1964046,195,1/9/2021 9:54 AM,,,,,50.0,32.80,50.00,Check Out,,,5090.0,Car Ramp Set,,,,,Gin,,
1964046,195,1/9/2021 9:54 AM,,,,,50.0,32.80,50.00,Check Out,,,7274.0,Mechanics Creep,,,,,Gin,,
1964046,195,1/9/2021 9:54 AM,On Account,,,(17.20),50.0,32.80,50.00,,,,,,,,,,,,
1964046,195,1/9/2021 9:54 AM,External Credit/Debit,50.00,,,50.0,32.80,50.00,,,,,,,,,,,,
1964046,195,1/9/2021 9:54 AM,Discount,,17.20,,50.0,32.80,50.00,,,,,,,,,,,,
1964058,3036,1/9/2021 9:59 AM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,eli,,
1964077,3036,1/9/2021 10:08 AM,,,,,,,,Membership Change,,,,,regular,,,,Gin,,
1964140,2920,1/9/2021 10:28 AM,,,,,10.0,10.00,10.00,Membership Fee,,10.0,,,regular,,,,Gin,,
1964140,2920,1/9/2021 10:28 AM,Cash,10.00,,,10.0,10.00,10.00,,,,,,,,,,,,
1964143,2920,1/9/2021 10:29 AM,,,,,,,,Check Out,,,5647.0,Staple Gun,,,,,Gin,,
1964159,1478,1/9/2021 10:33 AM,,,,,,,,Loan Return,,,7426.0,Circular Saw 7 Inch,,,,,gha,,
1964159,1478,1/9/2021 10:33 AM,,,,,,,,Check Out (Renewal),,,7426.0,Circular Saw 7 Inch,,,,,gha,self-renewal,Renewal
1964160,1478,1/9/2021 10:33 AM,,,,,,,,Loan Return,,,6982.0,C-clamp,,,,,gha,,
1964160,1478,1/9/2021 10:33 AM,,,,,,,,Check Out (Renewal),,,6982.0,C-clamp,,,,,gha,self-renewal,Renewal
1964161,1478,1/9/2021 10:33 AM,,,,,,,,Loan Return,,,6941.0,C-clamp,,,,,gha,,
1964161,1478,1/9/2021 10:33 AM,,,,,,,,Check Out (Renewal),,,6941.0,C-clamp,,,,,gha,self-renewal,Renewal
1964162,1478,1/9/2021 10:33 AM,,,,,,,,Loan Return,,,7020.0,Jigsaw,,,,,gha,,
1964162,1478,1/9/2021 10:33 AM,,,,,,,,Check Out (Renewal),,,7020.0,Jigsaw,,,,,gha,self-renewal,Renewal
1964163,1478,1/9/2021 10:33 AM,,,,,,,,Loan Return,,,5677.0,Square,,,,,gha,,
1964163,1478,1/9/2021 10:33 AM,,,,,,,,Check Out (Renewal),,,5677.0,Square,,,,,gha,self-renewal,Renewal
1964182,3035,1/9/2021 10:39 AM,,,,,,,,Loan Return,,,7376.0,Reciprocating Saw,,,,,Gin,,
1964243,3037,1/9/2021 11:03 AM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,ngu,,
1964246,3037,1/9/2021 11:05 AM,,,,,,,,Membership Change,,,,,regular,,,,Gin,,
1964255,3032,1/9/2021 11:08 AM,,,,,10.0,10.00,10.00,Membership Fee,,10.0,,,regular,,,,Gin,,
1964255,3032,1/9/2021 11:08 AM,Cash,10.00,,,10.0,10.00,10.00,,,,,,,,,,,,
1964259,2931,1/9/2021 11:09 AM,,,,,,,,Check Out,,,5718.0,Bike Pump,,,,,Gin,,
1964270,2931,1/9/2021 11:16 AM,,,,,,,,Loan Return,,,5718.0,Bike Pump,,,,,Gin,,
1964281,1588,1/9/2021 11:21 AM,,,,,,,,Loan Return,,,7711.0,Allen Wrench Set,,,,,Gin,,
1964298,3032,1/9/2021 11:29 AM,,,,,,,,Check Out,,,4321.0,"Sanding Block, Handled",,,,,Gin,,
1964298,3032,1/9/2021 11:29 AM,,,,,,,,Check Out,,,717.0,Paint Brush,,,,,Gin,,
1964298,3032,1/9/2021 11:29 AM,,,,,,,,Check Out,,,7863.0,Paint Brush,,,,,Gin,,
1964298,3032,1/9/2021 11:29 AM,,,,,,,,Check Out,,,4596.0,"Saw Horse, Folding",,,,,Gin,,
1964298,3032,1/9/2021 11:29 AM,,,,,,,,Check Out,,,4597.0,"Saw Horse, Folding",,,,,Gin,,
1964303,1402,1/9/2021 11:30 AM,,,,,4.2,,,Late Fee,2.1,2.1,7470.0,Flex LW1503 Compact 5-Inch Wet Polisher With Central Water Feed,,,,,Gin,,
1964303,1402,1/9/2021 11:30 AM,,,,,4.2,,,Late Fee,2.1,2.1,7853.0,Trowel,,,,,Gin,,
1964303,1402,1/9/2021 11:30 AM,Discount,,4.20,,4.2,,,,,,,,,,,,,,
1964321,2926,1/9/2021 11:33 AM,,,,,27.3,9.30,10.00,Late Fee,2.1,2.1,627.0,Multimaster Quickstart,,,,,Gin,,
1964321,2926,1/9/2021 11:33 AM,,,,,27.3,9.30,10.00,Late Fee,2.1,2.1,6024.0,Pry Bar,,,,,Gin,,
1964321,2926,1/9/2021 11:33 AM,,,,,27.3,9.30,10.00,Late Fee,2.1,2.1,5632.0,Extension Cord,,,,,Gin,,
1964321,2926,1/9/2021 11:33 AM,,,,,27.3,9.30,10.00,Late Fee,2.1,2.1,5750.0,Tapping Block,,,,,Gin,,
1964321,2926,1/9/2021 11:33 AM,,,,,27.3,9.30,10.00,Late Fee,2.1,2.1,145.0,"Sanding Block, Hand",,,,,Gin,,
1964321,2926,1/9/2021 11:33 AM,,,,,27.3,9.30,10.00,Late Fee,2.1,2.1,5021.0,Square Level,,,,,Gin,,
1964321,2926,1/9/2021 11:33 AM,,,,,27.3,9.30,10.00,Late Fee,2.1,2.1,6841.0,Push Broom,,,,,Gin,,
1964321,2926,1/9/2021 11:33 AM,,,,,27.3,9.30,10.00,Late Fee,2.1,2.1,7846.0,"Wire Scratch Brush, Scraper",,,,,Gin,,
1964321,2926,1/9/2021 11:33 AM,,,,,27.3,9.30,10.00,Late Fee,2.1,2.1,7476.0,"Pliers, Channel Lock",,,,,Gin,,
1964321,2926,1/9/2021 11:33 AM,,,,,27.3,9.30,10.00,Late Fee,2.1,2.1,4041.0,Mud Pan,,,,,Gin,,
1964321,2926,1/9/2021 11:33 AM,,,,,27.3,9.30,10.00,Late Fee,2.1,2.1,4360.0,Square,,,,,Gin,,
1964321,2926,1/9/2021 11:33 AM,,,,,27.3,9.30,10.00,Late Fee,2.1,2.1,256.0,Bicycle Trailer,,,,,Gin,,
1964321,2926,1/9/2021 11:33 AM,,,,,27.3,9.30,10.00,Late Fee,2.1,2.1,6681.0,"Shop Vac, Dry Only",,,,,Gin,,
1964321,2926,1/9/2021 11:33 AM,,,,,27.3,9.30,10.00,Check Out (Renewal),,,4360.0,Square,,,,,Gin,,Renewal
1964321,2926,1/9/2021 11:33 AM,,,,,27.3,9.30,10.00,Check Out (Renewal),,,7476.0,"Pliers, Channel Lock",,,,,Gin,,Renewal
1964321,2926,1/9/2021 11:33 AM,,,,,27.3,9.30,10.00,Check Out (Renewal),,,7846.0,"Wire Scratch Brush, Scraper",,,,,Gin,,Renewal
1964321,2926,1/9/2021 11:33 AM,,,,,27.3,9.30,10.00,Check Out (Renewal),,,145.0,"Sanding Block, Hand",,,,,Gin,,Renewal
1964321,2926,1/9/2021 11:33 AM,,,,,27.3,9.30,10.00,Check Out (Renewal),,,5750.0,Tapping Block,,,,,Gin,,Renewal
1964321,2926,1/9/2021 11:33 AM,,,,,27.3,9.30,10.00,Check Out (Renewal),,,5632.0,Extension Cord,,,,,Gin,,Renewal
1964321,2926,1/9/2021 11:33 AM,On Account,,,(0.70),27.3,9.30,10.00,,,,,,,,,,,,
1964321,2926,1/9/2021 11:33 AM,Discount,,18.00,,27.3,9.30,10.00,,,,,,,,,,,,
1964321,2926,1/9/2021 11:33 AM,Cash,10.00,,,27.3,9.30,10.00,,,,,,,,,,,,
1964358,1096,1/9/2021 11:44 AM,,,,,4.2,,,Late Fee,2.1,2.1,4034.0,Steam Cleaner,,,,,Gin,,
1964358,1096,1/9/2021 11:44 AM,,,,,4.2,,,Late Fee,2.1,2.1,4420.0,"Steam Cleaner, Small",,,,,Gin,,
1964358,1096,1/9/2021 11:44 AM,Discount,,4.20,,4.2,,,,,,,,,,,,,,
1964388,2833,1/9/2021 11:54 AM,,,,,,,,Check Out,,,426.0,"Plane, Hand",,,,,Gin,,
1964404,932,1/9/2021 12:01 PM,,,,,,,,Check Out,,,5059.0,"Vise Grip, Medium",,,,,Gin,,
1964413,1218,1/9/2021 12:05 PM,,,,,,(19.60),,Check Out,,,5089.0,Multimeter,,,,,Gin,,
1964413,1218,1/9/2021 12:05 PM,,,,,,(19.60),,Check Out,,,7004.0,Soldering Iron,,,,,Gin,,
1964413,1218,1/9/2021 12:05 PM,,,,,,(19.60),,Check Out,,,582.0,Dremel Bits,,,,,Gin,,
1964413,1218,1/9/2021 12:05 PM,,,,,,(19.60),,Check Out,,,4623.0,Roto Zip,,,,,Gin,,
1964413,1218,1/9/2021 12:05 PM,On Account,,,(19.60),,(19.60),,,,,,,,,,,,,
1964413,1218,1/9/2021 12:05 PM,Discount,,19.60,,,(19.60),,,,,,,,,,,,,
1964443,2926,1/9/2021 12:12 PM,,,,,,,,Check Out,,,701.0,Wire Stripper,,,,,Gin,,
1964443,2926,1/9/2021 12:12 PM,,,,,,,,Check Out,,,7034.0,Wire Stripper,,,,,Gin,,
1964443,2926,1/9/2021 12:12 PM,,,,,,,,Check Out,,,634.0,Circuit Breaker Finder,,,,,Gin,,
1964443,2926,1/9/2021 12:12 PM,,,,,,,,Check Out,,,350.0,Cable Tracker,,,,,Gin,,
1964443,2926,1/9/2021 12:12 PM,,,,,,,,Check Out,,,7144.0,Multimeter,,,,,Gin,,
1964443,2926,1/9/2021 12:12 PM,,,,,,,,Check Out,,,7014.0,Power Probe Tester,,,,,Gin,,
1964443,2926,1/9/2021 12:12 PM,,,,,,,,Check Out,,,720.0,Cordless Drill And Impact Set,,,,,Gin,,
1964443,2926,1/9/2021 12:12 PM,,,,,,,,Check Out,,,5639.0,"Saw, Miter",,,,,Gin,,
1964443,2926,1/9/2021 12:12 PM,,,,,,,,Check Out,,,6344.0,Air Compressor,,,,,Gin,,
1964461,2980,1/9/2021 12:23 PM,,,,,,,,Loan Return,,,4872.0,Flex Shaft,,,,,Gin,,
1964461,2980,1/9/2021 12:23 PM,,,,,,,,Loan Return,,,4823.0,"Drill, Hand",,,,,Gin,,
1964461,2980,1/9/2021 12:23 PM,,,,,,,,Loan Return,,,5019.0,Dremel Press Stand,,,,,Gin,,
1964461,2980,1/9/2021 12:23 PM,,,,,,,,Check Out (Renewal),,,5019.0,Dremel Press Stand,,,,,Gin,,Renewal
1964461,2980,1/9/2021 12:23 PM,,,,,,,,Check Out (Renewal),,,4823.0,"Drill, Hand",,,,,Gin,,Renewal
1964461,2980,1/9/2021 12:23 PM,,,,,,,,Check Out (Renewal),,,4872.0,Flex Shaft,,,,,Gin,,Renewal
1964474,805,1/9/2021 12:28 PM,,,,,,,,Check Out,,,719.0,"Circular Saw & Drill, Cordless",,,,,Gin,,
1964558,234,1/9/2021 1:28 PM,,,,,20.0,20.00,20.00,Membership Fee,,20.0,,,regular,,,,Gin,,
1964558,234,1/9/2021 1:28 PM,Cash,20.00,,,20.0,20.00,20.00,,,,,,,,,,,,
1964776,540,1/10/2021 12:55 AM,,,,,0.8,0.80,,Late Fee,0.2,0.2,6839.0,Car Jack,,,,,Sir,,
1964776,540,1/10/2021 12:55 AM,,,,,0.8,0.80,,Late Fee,0.2,0.2,7186.0,"Multitool, Oscillating",,,,,Sir,,
1964776,540,1/10/2021 12:55 AM,,,,,0.8,0.80,,Late Fee,0.2,0.2,398.0,House Jack,,,,,Sir,,
1964776,540,1/10/2021 12:55 AM,,,,,0.8,0.80,,Late Fee,0.2,0.2,5541.0,Ladder,,,,,Sir,,
1964776,540,1/10/2021 12:55 AM,,,,,0.8,0.80,,Check Out (Renewal),,,5541.0,Ladder,,,,,Sir,,Renewal
1964776,540,1/10/2021 12:55 AM,,,,,0.8,0.80,,Check Out (Renewal),,,398.0,House Jack,,,,,Sir,,Renewal
1964776,540,1/10/2021 12:55 AM,,,,,0.8,0.80,,Check Out (Renewal),,,7186.0,"Multitool, Oscillating",,,,,Sir,,Renewal
1964776,540,1/10/2021 12:55 AM,,,,,0.8,0.80,,Check Out (Renewal),,,6839.0,Car Jack,,,,,Sir,,Renewal
1964776,540,1/10/2021 12:55 AM,On Account,,,0.80,0.8,0.80,,,,,,,,,,,,,
1966639,3038,1/12/2021 6:04 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,ien,,
1967140,2926,1/13/2021 10:37 AM,,,,,,,,Loan Return,,,634.0,Circuit Breaker Finder,,,,,mcc,,
1967140,2926,1/13/2021 10:37 AM,,,,,,,,Check Out (Renewal),,,634.0,Circuit Breaker Finder,,,,,mcc,self-renewal,Renewal
1967141,2926,1/13/2021 10:37 AM,,,,,,,,Loan Return,,,6344.0,Air Compressor,,,,,mcc,,
1967141,2926,1/13/2021 10:37 AM,,,,,,,,Check Out (Renewal),,,6344.0,Air Compressor,,,,,mcc,self-renewal,Renewal
1967142,2926,1/13/2021 10:37 AM,,,,,,,,Loan Return,,,720.0,Cordless Drill And Impact Set,,,,,mcc,,
1967142,2926,1/13/2021 10:37 AM,,,,,,,,Check Out (Renewal),,,720.0,Cordless Drill And Impact Set,,,,,mcc,self-renewal,Renewal
1967143,2926,1/13/2021 10:37 AM,,,,,,,,Loan Return,,,7144.0,Multimeter,,,,,mcc,,
1967143,2926,1/13/2021 10:37 AM,,,,,,,,Check Out (Renewal),,,7144.0,Multimeter,,,,,mcc,self-renewal,Renewal
1967144,2926,1/13/2021 10:37 AM,,,,,,,,Loan Return,,,350.0,Cable Tracker,,,,,mcc,,
1967144,2926,1/13/2021 10:37 AM,,,,,,,,Check Out (Renewal),,,350.0,Cable Tracker,,,,,mcc,self-renewal,Renewal
1967145,2926,1/13/2021 10:37 AM,,,,,,,,Loan Return,,,5639.0,"Saw, Miter",,,,,mcc,,
1967145,2926,1/13/2021 10:37 AM,,,,,,,,Check Out (Renewal),,,5639.0,"Saw, Miter",,,,,mcc,self-renewal,Renewal
1967146,2926,1/13/2021 10:38 AM,,,,,,,,Loan Return,,,7014.0,Power Probe Tester,,,,,mcc,,
1967146,2926,1/13/2021 10:38 AM,,,,,,,,Check Out (Renewal),,,7014.0,Power Probe Tester,,,,,mcc,self-renewal,Renewal
1967147,2926,1/13/2021 10:38 AM,,,,,,,,Loan Return,,,7034.0,Wire Stripper,,,,,mcc,,
1967147,2926,1/13/2021 10:38 AM,,,,,,,,Check Out (Renewal),,,7034.0,Wire Stripper,,,,,mcc,self-renewal,Renewal
1967148,2926,1/13/2021 10:38 AM,,,,,,,,Loan Return,,,701.0,Wire Stripper,,,,,mcc,,
1967148,2926,1/13/2021 10:38 AM,,,,,,,,Check Out (Renewal),,,701.0,Wire Stripper,,,,,mcc,self-renewal,Renewal
1969135,540,1/16/2021 12:24 AM,,,,,,,,Loan Return,,,6839.0,Car Jack,,,,,Sir,,
1969135,540,1/16/2021 12:24 AM,,,,,,,,Loan Return,,,7186.0,"Multitool, Oscillating",,,,,Sir,,
1969135,540,1/16/2021 12:24 AM,,,,,,,,Loan Return,,,398.0,House Jack,,,,,Sir,,
1969135,540,1/16/2021 12:24 AM,,,,,,,,Loan Return,,,5541.0,Ladder,,,,,Sir,,
1969135,540,1/16/2021 12:24 AM,,,,,,,,Check Out (Renewal),,,5541.0,Ladder,,,,,Sir,,Renewal
1969135,540,1/16/2021 12:24 AM,,,,,,,,Check Out (Renewal),,,398.0,House Jack,,,,,Sir,,Renewal
1969135,540,1/16/2021 12:24 AM,,,,,,,,Check Out (Renewal),,,7186.0,"Multitool, Oscillating",,,,,Sir,,Renewal
1969135,540,1/16/2021 12:24 AM,,,,,,,,Check Out (Renewal),,,6839.0,Car Jack,,,,,Sir,,Renewal
1969135,540,1/16/2021 12:24 AM,On Account,,,,,,,,,,,,,,,,,,
1969627,1040,1/16/2021 9:52 AM,,,,,,,,Loan Return,,,489.0,Pole Saw,,,,,jkg,,
1969627,1040,1/16/2021 9:52 AM,,,,,,,,Check Out (Renewal),,,489.0,Pole Saw,,,,,jkg,self-renewal,Renewal
