Transaction ID,Member ID,Payment method,Payment Amount,Discount,On Account,Transaction Amount,Amount Due,Amount Paid,Amount Due For Line Item,Actual Paid,Date,Item Type,Applicable Taxes,Item ID,Item Name,Membership Type,Project ID,Project Name,Handled By,Notes,Renewal
191663,55,,,,,,,,,,1/28/2016 7:18 AM,Check Out,,4082.0,Hand Saw,,,,Bil,,
191663,55,Cash,,,,,,,,,1/28/2016 7:18 AM,,,,,,,,,,
194851,55,,,,,,,,,,2/5/2016 7:08 PM,Check Out,,4052.0,Sanding Block,,,,Bil,,
194851,55,Cash,,,,,,,,,2/5/2016 7:08 PM,,,,,,,,,,
194852,55,,,,,,,,,,2/5/2016 7:14 PM,Check Out,,131.0,"Paint Roller, Small",,,,Bil,,
194852,55,Cash,,,,,,,,,2/5/2016 7:14 PM,,,,,,,,,,
194853,55,,,,,,,,,,2/5/2016 7:15 PM,Loan Return,,4052.0,Sanding Block,,,,Bil,,
194853,55,Cash,,,,,,,,,2/5/2016 7:15 PM,,,,,,,,,,
196029,90,,,,,,,,,,2/9/2016 4:02 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,she,,
196029,90,Cash,,,,,,,,,2/9/2016 4:02 PM,,,,,,,,,,
196621,91,,,,,,,,,,2/11/2016 2:31 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,ach,,
196621,91,Cash,,,,,,,,,2/11/2016 2:31 PM,,,,,,,,,,
198902,92,,,,,,,,,,2/17/2016 9:07 AM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,sor,,
198902,92,Cash,,,,,,,,,2/17/2016 9:07 AM,,,,,,,,,,
200020,93,,,,,,,,,,2/20/2016 10:37 AM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,lyn,,
200020,93,Cash,,,,,,,,,2/20/2016 10:37 AM,,,,,,,,,,
202961,55,,,,,,,,,,2/28/2016 10:20 AM,Loan Return,,4103.0,Hand Sander,,,,Bil,,
202961,55,,,,,,,,,,2/28/2016 10:20 AM,Loan Return,,3724.0,Taping Knife,,,,Bil,,
202961,55,,,,,,,,,,2/28/2016 10:20 AM,Loan Return,,4082.0,Hand Saw,,,,Bil,,
202961,55,,,,,,,,,,2/28/2016 10:20 AM,Loan Return,,131.0,"Paint Roller, Small",,,,Bil,,
202961,55,Cash,,,,,,,,,2/28/2016 10:20 AM,,,,,,,,,,
203879,94,,,,,,,,,,3/1/2016 12:17 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,jac,,
203879,94,Cash,,,,,,,,,3/1/2016 12:17 PM,,,,,,,,,,
206898,95,,,,,,,,,,3/10/2016 10:20 AM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,ree,,
206898,95,Cash,,,,,,,,,3/10/2016 10:20 AM,,,,,,,,,,
212023,96,,,,,,,,,,3/21/2016 4:11 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,jat,,
212023,96,Cash,,,,,,,,,3/21/2016 4:11 PM,,,,,,,,,,
216255,97,,,,,,,,,,3/30/2016 12:36 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,dst,,
216255,97,Cash,,,,,,,,,3/30/2016 12:36 PM,,,,,,,,,,
218303,51,,,,,,,,,,4/2/2016 12:37 PM,Check Out,,1.0,Dehydrator,,,,Gin,,
218303,51,Cash,,,,,,,,,4/2/2016 12:37 PM,,,,,,,,,,
218969,98,,,,,,,,,,4/3/2016 2:29 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,nme,,
218969,98,Cash,,,,,,,,,4/3/2016 2:29 PM,,,,,,,,,,
219360,99,,,,,,,,,,4/4/2016 10:00 AM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,rom,,
219360,99,Cash,,,,,,,,,4/4/2016 10:00 AM,,,,,,,,,,
219528,100,,,,,,,,,,4/4/2016 3:13 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,rra,,
219528,100,Cash,,,,,,,,,4/4/2016 3:13 PM,,,,,,,,,,
221581,101,,,,,,,,,,4/8/2016 4:03 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,caf,,
221581,101,Cash,,,,,,,,,4/8/2016 4:03 PM,,,,,,,,,,
223470,102,,,,,,,,,,4/11/2016 2:29 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,brg,,
223470,102,Cash,,,,,,,,,4/11/2016 2:29 PM,,,,,,,,,,
229422,103,,,,,,,,,,4/20/2016 7:52 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,sbr,,
229422,103,Cash,,,,,,,,,4/20/2016 7:52 PM,,,,,,,,,,
231428,104,,,,,,,,,,4/23/2016 12:18 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,ell,,
231428,104,Cash,,,,,,,,,4/23/2016 12:18 PM,,,,,,,,,,
232579,105,,,,,,,,,,4/25/2016 10:06 AM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,kla,,
232579,105,Cash,,,,,,,,,4/25/2016 10:06 AM,,,,,,,,,,
232739,106,,,,,,,,,,4/25/2016 12:39 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,kla,,
232739,106,Cash,,,,,,,,,4/25/2016 12:39 PM,,,,,,,,,,
232945,107,,,,,,,,,,4/25/2016 9:37 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,jay,,
232945,107,Cash,,,,,,,,,4/25/2016 9:37 PM,,,,,,,,,,
233552,108,,,,,,,,,,4/27/2016 2:06 AM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,KcH,,
233552,108,Cash,,,,,,,,,4/27/2016 2:06 AM,,,,,,,,,,
234473,109,,,,,,,,,,4/28/2016 1:40 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,ejc,,
234473,109,Cash,,,,,,,,,4/28/2016 1:40 PM,,,,,,,,,,
234705,10,,,,,,,,,,4/28/2016 5:23 PM,Membership Change,,,,regular,,,Gin,,
234705,10,Cash,,,,,,,,,4/28/2016 5:23 PM,,,,,,,,,,
234727,51,,,,,,,,125.0,,4/28/2016 5:36 PM,Late Fee,,1.0,Dehydrator,,,,Gin,,
234727,51,Cash,,,,,,,,,4/28/2016 5:36 PM,,,,,,,,,,
235830,110,,,,,,,,,,4/30/2016 9:51 AM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,jos,,
235830,110,Cash,,,,,,,,,4/30/2016 9:51 AM,,,,,,,,,,
235891,111,,,,,,,,,,4/30/2016 10:10 AM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,one,,
235891,111,Cash,,,,,,,,,4/30/2016 10:10 AM,,,,,,,,,,
235931,112,,,,,,,,,,4/30/2016 10:24 AM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,tna,,
235931,112,Cash,,,,,,,,,4/30/2016 10:24 AM,,,,,,,,,,
236089,113,,,,,,,,,,4/30/2016 11:37 AM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,sjh,,
236089,113,Cash,,,,,,,,,4/30/2016 11:37 AM,,,,,,,,,,
236108,113,,,,,,,,,,4/30/2016 11:43 AM,Membership Change,,,,regular,,,Bil,,
236108,113,Cash,,,,,,,,,4/30/2016 11:43 AM,,,,,,,,,,
236112,113,,,,,,,,,,4/30/2016 11:47 AM,Check Out,,384.0,Pipe Wrench,,,,Bil,,
236112,113,Cash,,,,,,,,,4/30/2016 11:47 AM,,,,,,,,,,
236114,113,,,,,,,,,,4/30/2016 11:49 AM,Loan Return,,384.0,Pipe Wrench,,,,Bil,,
236114,113,Cash,,,,,,,,,4/30/2016 11:49 AM,,,,,,,,,,
236161,114,,,,,,,,,,4/30/2016 12:16 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,Ric,,
236161,114,Cash,,,,,,,,,4/30/2016 12:16 PM,,,,,,,,,,
236166,115,,,,,,,,,,4/30/2016 12:22 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,jac,,
236166,115,Cash,,,,,,,,,4/30/2016 12:22 PM,,,,,,,,,,
236177,116,,,,,,,,,,4/30/2016 12:27 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,Hop,,
236177,116,Cash,,,,,,,,,4/30/2016 12:27 PM,,,,,,,,,,
236195,117,,,,,,,,,,4/30/2016 12:42 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,its,,
236195,117,Cash,,,,,,,,,4/30/2016 12:42 PM,,,,,,,,,,
236222,118,,,,,,,,,,4/30/2016 1:04 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,rlf,,
236222,118,Cash,,,,,,,,,4/30/2016 1:04 PM,,,,,,,,,,
236223,119,,,,,,,,,,4/30/2016 1:04 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,car,,
236223,119,Cash,,,,,,,,,4/30/2016 1:04 PM,,,,,,,,,,
236227,120,,,,,,,,,,4/30/2016 1:05 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,jew,,
236227,120,Cash,,,,,,,,,4/30/2016 1:05 PM,,,,,,,,,,
236230,121,,,,,,,,,,4/30/2016 1:07 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,ell,,
236230,121,Cash,,,,,,,,,4/30/2016 1:07 PM,,,,,,,,,,
236231,122,,,,,,,,,,4/30/2016 1:07 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,Kat,,
236231,122,Cash,,,,,,,,,4/30/2016 1:07 PM,,,,,,,,,,
236240,123,,,,,,,,,,4/30/2016 1:14 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,jve,,
236240,123,Cash,,,,,,,,,4/30/2016 1:14 PM,,,,,,,,,,
236242,124,,,,,,,,,,4/30/2016 1:15 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,jpe,,
236242,124,Cash,,,,,,,,,4/30/2016 1:15 PM,,,,,,,,,,
236254,114,,,,,,,,,,4/30/2016 1:29 PM,Membership Change,,,,regular,,,Bil,,
236254,114,,,,,,,,0.1,,4/30/2016 1:29 PM,Loan Fee,,68.0,Moving Blanket,,,,Bil,,
236254,114,,,,,,,,0.1,,4/30/2016 1:29 PM,Loan Fee,,73.0,Mod Podge: Water Based Sealer Glue Finish,,,,Bil,,
236254,114,Cash,,,,,,,,,4/30/2016 1:29 PM,,,,,,,,,,
236303,125,,,,,,,,,,4/30/2016 1:59 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,pat,,
236303,125,Cash,,,,,,,,,4/30/2016 1:59 PM,,,,,,,,,,
236306,126,,,,,,,,,,4/30/2016 2:00 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,cha,,
236306,126,Cash,,,,,,,,,4/30/2016 2:00 PM,,,,,,,,,,
236315,127,,,,,,,,,,4/30/2016 2:10 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,mkn,,
236315,127,Cash,,,,,,,,,4/30/2016 2:10 PM,,,,,,,,,,
236317,123,,,,,0.4,0.4,0.4,,,4/30/2016 2:11 PM,Membership Change,,,,regular,,,Bil,,
236317,123,,,,,0.4,0.4,0.4,0.1,0.1,4/30/2016 2:11 PM,Loan Fee,,4515.0,Circular Saw,,,,Bil,,
236317,123,,,,,0.4,0.4,0.4,0.1,0.1,4/30/2016 2:11 PM,Loan Fee,,4015.0,Hack Saw,,,,Bil,,
236317,123,,,,,0.4,0.4,0.4,0.1,0.1,4/30/2016 2:11 PM,Loan Fee,,4503.0,Quick Grip Clamp,,,,Bil,,
236317,123,,,,,0.4,0.4,0.4,0.1,0.1,4/30/2016 2:11 PM,Loan Fee,,4427.0,18V Battery BATT_A,,,,Bil,,
236317,123,Cash,0.40,,,0.4,0.4,0.4,,,4/30/2016 2:11 PM,,,,,,,,,,
236334,128,,,,,,,,,,4/30/2016 2:26 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,tus,,
236334,128,Cash,,,,,,,,,4/30/2016 2:26 PM,,,,,,,,,,
236350,129,,,,,,,,,,4/30/2016 2:37 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,evi,,
236350,129,Cash,,,,,,,,,4/30/2016 2:37 PM,,,,,,,,,,
236363,130,,,,,,,,,,4/30/2016 2:45 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,1sa,,
236363,130,Cash,,,,,,,,,4/30/2016 2:45 PM,,,,,,,,,,
236415,126,,,,,,,,,,4/30/2016 3:05 PM,Membership Change,,,,regular,,,Bil,,
236415,126,,,,,,,,,,4/30/2016 3:05 PM,Check Out,,3751.0,Corded Drill,,,,Bil,,
236415,126,,,,,,,,,,4/30/2016 3:05 PM,Check Out,,4291.0,Stud Finder,,,,Bil,,
236415,126,Cash,,,,,,,,,4/30/2016 3:05 PM,,,,,,,,,,
236424,131,,,,,,,,,,4/30/2016 3:09 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,boi,,
236424,131,Cash,,,,,,,,,4/30/2016 3:09 PM,,,,,,,,,,
236425,132,,,,,,,,,,4/30/2016 3:09 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,mmi,,
236425,132,Cash,,,,,,,,,4/30/2016 3:09 PM,,,,,,,,,,
236450,133,,,,,,,,,,4/30/2016 3:24 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,fra,,
236450,133,Cash,,,,,,,,,4/30/2016 3:24 PM,,,,,,,,,,
236471,134,,,,,,,,,,4/30/2016 3:41 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,bre,,
236471,134,Cash,,,,,,,,,4/30/2016 3:41 PM,,,,,,,,,,
236474,135,,,,,,,,,,4/30/2016 3:47 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,Okp,,
236474,135,Cash,,,,,,,,,4/30/2016 3:47 PM,,,,,,,,,,
236496,136,,,,,,,,,,4/30/2016 4:22 PM,Membership Change,,,,regular,,,Bil,,
236496,136,Cash,,,,,,,,,4/30/2016 4:22 PM,,,,,,,,,,
236567,137,,,,,,,,,,5/1/2016 7:01 AM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,che,,
236567,137,Cash,,,,,,,,,5/1/2016 7:01 AM,,,,,,,,,,
236841,138,,,,,,,,,,5/1/2016 12:12 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,zee,,
236841,138,Cash,,,,,,,,,5/1/2016 12:12 PM,,,,,,,,,,
237164,123,,,,,,,,,,5/1/2016 4:09 PM,Loan Return,,4515.0,Circular Saw,,,,tus,,
237164,123,,,,,,,,,,5/1/2016 4:09 PM,Loan Return,,4015.0,Hack Saw,,,,tus,,
237164,123,,,,,,,,,,5/1/2016 4:09 PM,Loan Return,,4503.0,Quick Grip Clamp,,,,tus,,
237164,123,,,,,,,,,,5/1/2016 4:09 PM,Loan Return,,4427.0,18V Battery BATT_A,,,,tus,,
237164,123,Cash,,,,,,,,,5/1/2016 4:09 PM,,,,,,,,,,
237522,139,,,,,,,,,,5/2/2016 6:21 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,jbf,,
237522,139,Cash,,,,,,,,,5/2/2016 6:21 PM,,,,,,,,,,
237736,140,,,,,,,,,,5/3/2016 9:04 AM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,eth,,
237736,140,Cash,,,,,,,,,5/3/2016 9:04 AM,,,,,,,,,,
238008,141,,,,,,,,,,5/3/2016 4:03 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,izl,,
238008,141,Cash,,,,,,,,,5/3/2016 4:03 PM,,,,,,,,,,
238089,142,,,,,,,,,,5/3/2016 6:03 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,mel,,
238089,142,Cash,,,,,,,,,5/3/2016 6:03 PM,,,,,,,,,,
238779,134,,,,,,,,,,5/4/2016 6:10 PM,Membership Change,,,,regular,,,Bil,,
238779,134,,,,,,,,,,5/4/2016 6:10 PM,Check Out,,4543.0,Stud Finder,,,,Bil,,
238779,134,Cash,,,,,,,,,5/4/2016 6:10 PM,,,,,,,,,,
238813,143,,,,,,,,,,5/4/2016 6:52 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,suz,,
238813,143,Cash,,,,,,,,,5/4/2016 6:52 PM,,,,,,,,,,
238832,144,,,,,,,,,,5/4/2016 7:35 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,nim,,
238832,144,Cash,,,,,,,,,5/4/2016 7:35 PM,,,,,,,,,,
238835,144,,,,,,,,,,5/4/2016 7:40 PM,Membership Change,,,,regular,,,Bil,,
238835,144,,,,,,,,,,5/4/2016 7:40 PM,Check Out,,3725.0,"Socket Wrench Set, Metric",,,,Bil,complete when checked out.,
238835,144,Cash,,,,,,,,,5/4/2016 7:40 PM,,,,,,,,,,
239597,126,,,,,,,,,,5/5/2016 10:22 PM,Loan Return,,3751.0,Corded Drill,,,,cha,,
239597,126,,,,,,,,,,5/5/2016 10:22 PM,Check Out (Renewal),,3751.0,Corded Drill,,,,cha,self-renewal,Renewal
239597,126,Cash,,,,,,,,,5/5/2016 10:22 PM,,,,,,,,,,
239598,126,,,,,,,,,,5/5/2016 10:22 PM,Loan Return,,4291.0,Stud Finder,,,,cha,,
239598,126,,,,,,,,,,5/5/2016 10:22 PM,Check Out (Renewal),,4291.0,Stud Finder,,,,cha,self-renewal,Renewal
239598,126,Cash,,,,,,,,,5/5/2016 10:22 PM,,,,,,,,,,
240637,145,,,,,,,,,,5/7/2016 11:49 AM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,mal,,
240637,145,Cash,,,,,,,,,5/7/2016 11:49 AM,,,,,,,,,,
241220,146,,,,,,,,,,5/8/2016 12:02 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,abi,,
241220,146,Cash,,,,,,,,,5/8/2016 12:02 PM,,,,,,,,,,
241544,147,,,,,,,,,,5/8/2016 4:10 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,ale,,
241544,147,Cash,,,,,,,,,5/8/2016 4:10 PM,,,,,,,,,,
241558,147,,,,,40.0,40.0,40.0,,40.0,5/8/2016 4:40 PM,Membership Fee,,,,regular,,,Gin,,
241558,147,External Credit/Debit,40.00,,,40.0,40.0,40.0,,,5/8/2016 4:40 PM,,,,,,,,,,
241588,146,,,,,,,,,,5/8/2016 5:24 PM,Membership Change,,,,regular,,,tus,,
241588,146,,,,,,,,,,5/8/2016 5:24 PM,Check Out,,4523.0,"Hand Saw, Narrow",,,,tus,,
241588,146,Cash,,,,,,,,,5/8/2016 5:24 PM,,,,,,,,,,
241589,144,,,,,,,,,,5/8/2016 6:10 PM,Loan Return,,3725.0,"Socket Wrench Set, Metric",,,,tus,,
241589,144,Cash,,,,,,,,,5/8/2016 6:10 PM,,,,,,,,,,
241902,148,,,,,,,,,,5/9/2016 12:02 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,bed,,
241902,148,Cash,,,,,,,,,5/9/2016 12:02 PM,,,,,,,,,,
241945,149,,,,,,,,,,5/9/2016 1:11 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,dsp,,
241945,149,Cash,,,,,,,,,5/9/2016 1:11 PM,,,,,,,,,,
242214,150,,,,,,,,,,5/10/2016 7:39 AM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,kyl,,
242214,150,Cash,,,,,,,,,5/10/2016 7:39 AM,,,,,,,,,,
243114,151,,,,,,,,,,5/11/2016 6:26 PM,Membership Change,,,,regular,,,Gin,,
243114,151,Cash,,,,,,,,,5/11/2016 6:26 PM,,,,,,,,,,
243115,151,,,,,,,,,,5/11/2016 6:27 PM,Check Out,,137.0,Lug Nut Wrench,,,,Gin,,
243115,151,Cash,,,,,,,,,5/11/2016 6:27 PM,,,,,,,,,,
243117,146,,,,,,,,,,5/11/2016 6:29 PM,Loan Return,,4523.0,"Hand Saw, Narrow",,,,Gin,cut down shelf with it,
243117,146,Cash,,,,,,,,,5/11/2016 6:29 PM,,,,,,,,,,
243127,150,,,,,,,,,,5/11/2016 6:42 PM,Membership Change,,,,regular,,,Gin,,
243127,150,,,,,,,,,,5/11/2016 6:42 PM,Check Out,,4425.0,Cordless Drill,,,,Gin,,
243127,150,Cash,,,,,,,,,5/11/2016 6:42 PM,,,,,,,,,,
243133,152,,,,,,,,,,5/11/2016 6:48 PM,Membership Change,,,,regular,,,Gin,,
243133,152,Cash,,,,,,,,,5/11/2016 6:48 PM,,,,,,,,,,
243134,152,,,,,,,,,,5/11/2016 6:50 PM,Check Out,,673.0,Rubber Mallet,,,,Gin,,
243134,152,,,,,,,,,,5/11/2016 6:50 PM,Check Out,,4384.0,Mallet,,,,Gin,,
243134,152,Cash,,,,,,,,,5/11/2016 6:50 PM,,,,,,,,,,
243140,153,,,,,20.0,20.0,20.0,,20.0,5/11/2016 6:59 PM,Membership Fee,,,,regular,,,Gin,,
243140,153,Cash,20.00,,,20.0,20.0,20.0,,,5/11/2016 6:59 PM,,,,,,,,,,
243141,153,,,,,,,,,,5/11/2016 7:01 PM,Check Out,,3732.0,Lathe Kit (Tiny),,,,Gin,,
243141,153,Cash,,,,,,,,,5/11/2016 7:01 PM,,,,,,,,,,
243143,154,,,,,,,,,,5/11/2016 7:04 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,ben,,
243143,154,Cash,,,,,,,,,5/11/2016 7:04 PM,,,,,,,,,,
243150,154,,,,,20.0,20.0,20.0,,20.0,5/11/2016 7:29 PM,Membership Fee,,,,regular,,,Gin,,
243150,154,Cash,20.00,,,20.0,20.0,20.0,,,5/11/2016 7:29 PM,,,,,,,,,,
243156,154,,,,,,,,,,5/11/2016 7:47 PM,Check Out,,4573.0,Circular Saw,,,,Gin,,
243156,154,,,,,,,,,,5/11/2016 7:47 PM,Check Out,,4561.0,Engraver,,,,Gin,,
243156,154,,,,,,,,,,5/11/2016 7:47 PM,Check Out,,825.0,Power Sander,,,,Gin,,
243156,154,Cash,,,,,,,,,5/11/2016 7:47 PM,,,,,,,,,,
243160,150,,,,,,,,,,5/11/2016 8:19 PM,Check Out,,4427.0,18V Battery BATT_A,,,,Gin,,
243160,150,Cash,,,,,,,,,5/11/2016 8:19 PM,,,,,,,,,,
243161,134,,,,,,,,,,5/11/2016 8:42 PM,Loan Return,,4543.0,Stud Finder,,,,Gin,,
243161,134,Cash,,,,,,,,,5/11/2016 8:42 PM,,,,,,,,,,
245073,152,,,,,,,,,,5/14/2016 9:35 AM,Check Out,,4593.0,Push Broom,,,,Bil,,
245073,152,,,,,,,,,,5/14/2016 9:35 AM,Check Out,,3942.0,Square Shovel,,,,Bil,,
245073,152,,,,,,,,,,5/14/2016 9:35 AM,Check Out,,3941.0,Square Shovel,,,,Bil,,
245073,152,Cash,,,,,,,,,5/14/2016 9:35 AM,,,,,,,,,,
245714,126,,,,,,,,,,5/14/2016 11:50 AM,Loan Return,,3751.0,Corded Drill,,,,Gue,,
245714,126,,,,,,,,,,5/14/2016 11:50 AM,Loan Return,,4291.0,Stud Finder,,,,Gue,,
245714,126,Cash,,,,,,,,,5/14/2016 11:50 AM,,,,,,,,,,
246686,155,,,,,,,,,,5/15/2016 4:09 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,tro,,
246686,155,Cash,,,,,,,,,5/15/2016 4:09 PM,,,,,,,,,,
246700,55,,,,,,,,,,5/15/2016 4:30 PM,Check Out,,1574.0,Tin Snips,,,,ale,,
246700,55,Cash,,,,,,,,,5/15/2016 4:30 PM,,,,,,,,,,
246701,55,,,,,,,,,,5/15/2016 4:31 PM,Loan Return,,1574.0,Tin Snips,,,,ale,,
246701,55,Cash,,,,,,,,,5/15/2016 4:31 PM,,,,,,,,,,
246715,155,,,,,,,,,,5/15/2016 4:41 PM,Membership Change,,,,regular,,,Bil,,
246715,155,,,,,,,,,,5/15/2016 4:41 PM,Check Out,,4015.0,Hack Saw,,,,Bil,,
246715,155,Cash,,,,,,,,,5/15/2016 4:41 PM,,,,,,,,,,
246737,150,,,,,,,,,,5/15/2016 5:03 PM,Loan Return,,4425.0,Cordless Drill,,,,Gue,,
246737,150,,,,,,,,,,5/15/2016 5:03 PM,Loan Return,,4427.0,18V Battery BATT_A,,,,Gue,,
246737,150,Cash,,,,,,,,,5/15/2016 5:03 PM,,,,,,,,,,
246742,114,,,,,1.6,1.6,1.6,0.8,0.8,5/15/2016 5:43 PM,Late Fee,,68.0,Moving Blanket,,,,Bil,,
