Transaction ID,Member ID,Date,Payment method,Payment Amount,Discount,On Account,Transaction Amount,Amount Due,Amount Paid,Item Type,Amount Due For Line Item,Actual Paid,Item ID,Item Name,Membership Type,Applicable Taxes,Project ID,Project Name,Handled By,Notes,Renewal
1166360,992,1/2/2019 6:47 PM,Discount,,3.20,,4.4,1.20,,,,,,,,,,,,over holliday,
1166361,1023,1/2/2019 6:55 PM,,,,,7.0,5.20,2.00,Late Fee,3.5,3.5,6295.0,"Staple Gun, Electric",,,,,Bil,,
1166361,1023,1/2/2019 6:55 PM,,,,,7.0,5.20,2.00,Late Fee,3.5,3.5,5661.0,"Rivet Set, Hand",,,,,Bil,,
1166361,1023,1/2/2019 6:55 PM,On Account,,,3.20,7.0,5.20,2.00,,,,,,,,,,,,
1166361,1023,1/2/2019 6:55 PM,Cash,2.00,,,7.0,5.20,2.00,,,,,,,,,,,,
1166361,1023,1/2/2019 6:55 PM,Discount,,1.80,,7.0,5.20,2.00,,,,,,,,,,,holliday,
1166363,1878,1/2/2019 7:03 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,Qui,,
1166364,1878,1/2/2019 7:11 PM,,,,,,,,Membership Change,,,,,regular,,,,Bil,,
1166364,1878,1/2/2019 7:11 PM,,,,,,,,Check Out,,,6901.0,"Saw Horse, Folding",,,,,Bil,,
1166364,1878,1/2/2019 7:11 PM,,,,,,,,Check Out,,,6900.0,"Saw Horse, Folding",,,,,Bil,,
1166364,1878,1/2/2019 7:11 PM,,,,,,,,Check Out,,,874.0,"Saw, Hand",,,,,Bil,,
1166364,1878,1/2/2019 7:11 PM,,,,,,,,Check Out,,,6798.0,"Clamp, Bar",,,,,Bil,,
1166364,1878,1/2/2019 7:11 PM,,,,,,,,Check Out,,,6174.0,"Clamp, Bar",,,,,Bil,,
1166376,1871,1/2/2019 8:37 PM,,,,,,,,Membership Change,,,,,regular,,,,Bil,,
1166376,1871,1/2/2019 8:37 PM,,,,,,,,Check Out,,,5377.0,Jigsaw,,,,,Bil,,
1166376,1871,1/2/2019 8:37 PM,,,,,,,,Check Out,,,5656.0,Axe,,,,,Bil,,
1166377,1871,1/2/2019 8:43 PM,,,,,,,,Check Out,,,5009.0,Dolly,,,,,Bil,,
1166378,1555,1/2/2019 8:51 PM,,,,,,,,Loan Return,,,6534.0,Rope,,,,,Bil,,
1166378,1555,1/2/2019 8:51 PM,,,,,,,,Loan Return,,,6548.0,Belt,,,,,Bil,,
1166378,1555,1/2/2019 8:51 PM,,,,,,,,Loan Return,,,5226.0,"Hand Truck, Convertible",,,,,Bil,,
1166379,1822,1/2/2019 8:52 PM,,,,,,,,Check Out,,,6987.0,Plane,,,,,Bil,,
1166379,1822,1/2/2019 8:52 PM,,,,,,,,Check Out,,,5290.0,Caulk Gun,,,,,Bil,,
1166379,1822,1/2/2019 8:52 PM,,,,,,,,Check Out,,,656.0,"Drill, Cordless",,,,,Bil,,
1167831,1879,1/5/2019 1:39 AM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,top,,
1168209,1237,1/5/2019 9:25 AM,,,,,20.0,20.00,20.00,Other,,20.0,,,,,,,Gin,,
1168209,1237,1/5/2019 9:25 AM,External Credit/Debit,20.00,,,20.0,20.00,20.00,,,,,,,,,,,,
1168212,1621,1/5/2019 9:26 AM,,,,,,,,Check Out,,,7224.0,"Screwdriver, Flat",,,,,Gin,,
1168212,1621,1/5/2019 9:26 AM,,,,,,,,Check Out,,,7098.0,"Screwdriver, Phillips",,,,,Gin,,
1168212,1621,1/5/2019 9:26 AM,,,,,,,,Check Out,,,5628.0,Vice Grip,,,,,Gin,,
1168212,1621,1/5/2019 9:26 AM,,,,,,,,Check Out,,,5442.0,"Wrench, Adjustable",,,,,Gin,,
1168212,1621,1/5/2019 9:26 AM,,,,,,,,Check Out,,,5333.0,"Pliers, Channel Lock",,,,,Gin,,
1168212,1621,1/5/2019 9:26 AM,,,,,,,,Check Out,,,4138.0,Tire Iron,,,,,Gin,,
1168227,1237,1/5/2019 9:36 AM,,,,,,,,Membership Change,,,,,regular,,,,Gin,,
1168273,1879,1/5/2019 9:57 AM,,,,,40.0,40.00,40.00,Membership Fee,,40.0,,,regular,,,,Gin,,
1168273,1879,1/5/2019 9:57 AM,External Credit/Debit,40.00,,,40.0,40.00,40.00,,,,,,,,,,,,
1168274,1879,1/5/2019 9:57 AM,,,,,,,,Check Out,,,5001.0,Rotary Hammer Drill,,,,,Gin,,
1168293,1402,1/5/2019 10:07 AM,,,,,,,,Check Out,,,5465.0,"Screwdriver, Flat",,,,,Gin,,
1168293,1402,1/5/2019 10:07 AM,,,,,,,,Check Out,,,6338.0,"Screwdriver, Phillips",,,,,Gin,,
1168293,1402,1/5/2019 10:07 AM,,,,,,,,Check Out,,,6906.0,Drill Bit Set,,,,,Gin,,
1168293,1402,1/5/2019 10:07 AM,,,,,,,,Check Out,,,6680.0,Level,,,,,Gin,,
1168293,1402,1/5/2019 10:07 AM,,,,,,,,Check Out,,,7013.0,"Drill, Corded",,,,,Gin,,
1168293,1402,1/5/2019 10:07 AM,,,,,,,,Check Out,,,6072.0,"Screwdriver, Phillips",,,,,Gin,,
1168293,1402,1/5/2019 10:07 AM,,,,,,,,Check Out,,,6724.0,"Screwdriver, Phillips",,,,,Gin,,
1168295,465,1/5/2019 10:08 AM,,,,,0.4,0.40,,Late Fee,0.1,0.1,392.0,"Sander, Belt",,,,,Gin,,
1168295,465,1/5/2019 10:08 AM,,,,,0.4,0.40,,Late Fee,0.1,0.1,6904.0,Random Orbit Sander,,,,,Gin,,
1168295,465,1/5/2019 10:08 AM,,,,,0.4,0.40,,Late Fee,0.1,0.1,6469.0,File,,,,,Gin,,
1168295,465,1/5/2019 10:08 AM,,,,,0.4,0.40,,Late Fee,0.1,0.1,6468.0,File,,,,,Gin,,
1168295,465,1/5/2019 10:08 AM,On Account,,,0.40,0.4,0.40,,,,,,,,,,,,,
1168300,55,1/5/2019 10:09 AM,,,,,3.5,,,Late Fee,3.5,3.5,6641.0,Ratchet Strap,,,,,Gin,,
1168300,55,1/5/2019 10:09 AM,,,,,3.5,,,Check Out,,,3876.0,Heat Gun,,,,,Gin,,
1168300,55,1/5/2019 10:09 AM,,,,,3.5,,,Check Out (Renewal),,,6641.0,Ratchet Strap,,,,,Gin,,Renewal
1168300,55,1/5/2019 10:09 AM,Discount,,3.50,,3.5,,,,,,,,,,,,,,
1168483,1343,1/5/2019 11:14 AM,,,,,,,,Loan Return,,,6053.0,Floor Pump,,,,,Gin,,
1168483,1343,1/5/2019 11:14 AM,,,,,,,,Check Out (Renewal),,,6053.0,Floor Pump,,,,,Gin,,Renewal
1168486,51,1/5/2019 11:15 AM,,,,,,,,Check Out,,,564.0,Moen Installation Tool,,,,,Gin,,
1168595,1867,1/5/2019 11:46 AM,,,,,2.1,2.10,,Late Fee,0.7,0.7,4867.0,"Screwdriver, Phillips",,,,,Gin,,
1168595,1867,1/5/2019 11:46 AM,,,,,2.1,2.10,,Late Fee,0.7,0.7,7239.0,"Screwdriver, Phillips",,,,,Gin,,
1168595,1867,1/5/2019 11:46 AM,,,,,2.1,2.10,,Late Fee,0.7,0.7,7218.0,"Screwdriver, Flat",,,,,Gin,,
1168595,1867,1/5/2019 11:46 AM,On Account,,,2.10,2.1,2.10,,,,,,,,,,,,,
1168602,1044,1/5/2019 11:49 AM,,,,,4.0,4.00,4.00,Membership Fee,,4.0,,,regular,,,,Gin,,
1168602,1044,1/5/2019 11:49 AM,,,,,4.0,4.00,4.00,Check Out,,,5395.0,"Drill, Corded, 3/8in",,,,,Gin,,
1168602,1044,1/5/2019 11:49 AM,,,,,4.0,4.00,4.00,Check Out,,,4996.0,Bit Set,,,,,Gin,,
1168602,1044,1/5/2019 11:49 AM,Cash,5.00,,,4.0,4.00,4.00,,,,,,,,,,,,
1168602,1044,1/5/2019 11:49 AM,Cash,(1.00),,,4.0,4.00,4.00,,,,,,,,,,,,
1168613,530,1/5/2019 11:52 AM,,,,,2.0,2.00,2.00,Late Fee,1.0,1.0,5249.0,Mortise Chisel,,,,,Gin,,
1168613,530,1/5/2019 11:52 AM,,,,,2.0,2.00,2.00,Late Fee,1.0,1.0,6394.0,Chisel,,,,,Gin,,
1168613,530,1/5/2019 11:52 AM,,,,,2.0,2.00,2.00,Check Out,,,586.0,Putty Knife,,,,,Gin,,
1168613,530,1/5/2019 11:52 AM,,,,,2.0,2.00,2.00,Check Out,,,7186.0,"Multitool, Oscillating",,,,,Gin,,
1168613,530,1/5/2019 11:52 AM,,,,,2.0,2.00,2.00,Check Out,,,6824.0,Handheld Pry Bar,,,,,Gin,,
1168613,530,1/5/2019 11:52 AM,,,,,2.0,2.00,2.00,Check Out (Renewal),,,5249.0,Mortise Chisel,,,,,Gin,,Renewal
1168613,530,1/5/2019 11:52 AM,,,,,2.0,2.00,2.00,Check Out (Renewal),,,6394.0,Chisel,,,,,Gin,,Renewal
1168613,530,1/5/2019 11:52 AM,Cash,2.00,,,2.0,2.00,2.00,,,,,,,,,,,,
1168620,631,1/5/2019 11:55 AM,,,,,5.0,5.00,5.00,Membership Fee,,5.0,,,regular,,,,Gin,,
1168620,631,1/5/2019 11:55 AM,,,,,5.0,5.00,5.00,Check Out,,,4438.0,"Screwdriver, Flat",,,,,Gin,,
1168620,631,1/5/2019 11:55 AM,External Credit/Debit,5.00,,,5.0,5.00,5.00,,,,,,,,,,,,
1168624,1044,1/5/2019 11:55 AM,,,,,,,,Check Out,,,3743.0,Circular Saw,,,,,Gin,,
1168644,805,1/5/2019 12:01 PM,,,,,,,,Check Out,,,305.0,Nail Gun,,,,,Gin,,
1168644,805,1/5/2019 12:01 PM,,,,,,,,Check Out,,,6344.0,Air Compressor,,,,,Gin,,
1168647,805,1/5/2019 12:02 PM,,,,,,,,Loan Return,,,305.0,Nail Gun,,,,,Gin,,
1168647,805,1/5/2019 12:02 PM,,,,,,,,Loan Return,,,6344.0,Air Compressor,,,,,Gin,,
1168647,805,1/5/2019 12:02 PM,,,,,,,,Check Out (Renewal),,,6344.0,Air Compressor,,,,,Gin,,Renewal
1168647,805,1/5/2019 12:02 PM,,,,,,,,Check Out (Renewal),,,305.0,Nail Gun,,,,,Gin,,Renewal
1168658,467,1/5/2019 12:08 PM,,,,,89.2,89.20,89.20,Late Fee,22.3,22.3,476.0,"Drill, Cordless",,,,,Gin,,
1168658,467,1/5/2019 12:08 PM,,,,,89.2,89.20,89.20,Late Fee,22.3,22.3,6024.0,Pry Bar,,,,,Gin,,
1168658,467,1/5/2019 12:08 PM,,,,,89.2,89.20,89.20,Late Fee,22.3,22.3,396.0,Circular Saw,,,,,Gin,,
1168658,467,1/5/2019 12:08 PM,,,,,89.2,89.20,89.20,Late Fee,22.3,22.3,4306.0,"Saw, Hack",,,,,Gin,,
1168658,467,1/5/2019 12:08 PM,,,,,89.2,89.20,89.20,Check Out (Renewal),,,4306.0,"Saw, Hack",,,,,Gin,,Renewal
1168658,467,1/5/2019 12:08 PM,External Credit/Debit,89.20,,,89.2,89.20,89.20,,,,,,,,,,,,
1168668,467,1/5/2019 12:13 PM,,,,,,,,Membership Change,,,,,regular,,,,Gin,,
1168668,467,1/5/2019 12:13 PM,,,,,,,,Check Out,,,306.0,Router,,,,,Gin,,
1168668,467,1/5/2019 12:13 PM,,,,,,,,Check Out,,,7168.0,Bar Clamp,,,,,Gin,,
1168668,467,1/5/2019 12:13 PM,,,,,,,,Check Out,,,369.0,"Clamp, Quick Grip",,,,,Gin,,
1168668,467,1/5/2019 12:13 PM,,,,,,,,Check Out,,,5653.0,"Saw, Miter",,,,,Gin,,
1168668,467,1/5/2019 12:13 PM,,,,,,,,Check Out,,,502.0,"Clamp, Corner",,,,,Gin,,
1168668,467,1/5/2019 12:13 PM,,,,,,,,Check Out,,,505.0,"Clamp, Corner",,,,,Gin,,
1168668,467,1/5/2019 12:13 PM,,,,,,,,Check Out,,,501.0,"Clamp, Corner",,,,,Gin,,
1168668,467,1/5/2019 12:13 PM,,,,,,,,Check Out,,,4039.0,"Clamp, Corner",,,,,Gin,,
1168668,467,1/5/2019 12:13 PM,,,,,,,,Check Out,,,6908.0,"Clamp, Quick Grip",,,,,Gin,,
1168668,467,1/5/2019 12:13 PM,,,,,,,,Check Out,,,6914.0,"Clamp, Quick Grip",,,,,Gin,,
1168668,467,1/5/2019 12:13 PM,,,,,,,,Check Out,,,6911.0,"Clamp, Quick Grip",,,,,Gin,,
1168668,467,1/5/2019 12:13 PM,,,,,,,,Check Out,,,6913.0,"Clamp, Quick Grip",,,,,Gin,,
1168699,1105,1/5/2019 12:26 PM,,,,,10.0,10.00,10.00,Membership Fee,,10.0,,,regular,,,,Gin,,
1168699,1105,1/5/2019 12:26 PM,,,,,10.0,10.00,10.00,Check Out,,,6169.0,"Wrench, Basin",,,,,Gin,,
1168699,1105,1/5/2019 12:26 PM,Cash,10.00,,,10.0,10.00,10.00,,,,,,,,,,,,
1168806,1880,1/5/2019 1:12 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,pno,,
1169131,1881,1/5/2019 11:32 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,jde,,
1169133,1882,1/6/2019 12:08 AM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,whe,,
1169627,1883,1/6/2019 3:15 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,pal,,
1169685,724,1/6/2019 4:05 PM,,,,,,,,Membership Change,,,,,regular,,,,nei,,
1169685,724,1/6/2019 4:05 PM,,,,,,,,Check Out,,,5091.0,Angle Grinder,,,,,nei,,
1169689,1683,1/6/2019 4:15 PM,,,,,,,,Loan Return,,,6870.0,"Drill, Corded",,,,,nei,,
1169689,1683,1/6/2019 4:15 PM,,,,,,,,Loan Return,,,69.0,Bit Set,,,,,nei,,
1169692,39,1/6/2019 4:20 PM,,,,,6.8,2.20,4.00,Late Fee,3.4,3.4,7042.0,Bucket,,,,,nei,,
1169692,39,1/6/2019 4:20 PM,,,,,6.8,2.20,4.00,Late Fee,3.4,3.4,493.0,Air Compressor,,,,,nei,,
1169692,39,1/6/2019 4:20 PM,On Account,,,(1.80),6.8,2.20,4.00,,,,,,,,,,,,
1169692,39,1/6/2019 4:20 PM,Cash,4.00,,,6.8,2.20,4.00,,,,,,,,,,,,
1169692,39,1/6/2019 4:20 PM,Discount,,4.60,,6.8,2.20,4.00,,,,,,,,,,,just gave $4,
1169697,1846,1/6/2019 4:25 PM,,,,,2.8,2.80,2.80,Late Fee,2.8,2.8,4843.0,Staple Gun,,,,,nei,,
1169697,1846,1/6/2019 4:25 PM,Cash,12.80,,,2.8,2.80,2.80,,,,,,,,,,,,
1169697,1846,1/6/2019 4:25 PM,Cash,(10.00),,,2.8,2.80,2.80,,,,,,,,,,,,
1169698,1846,1/6/2019 4:26 PM,,,,,,,,Check Out,,,5.0,Cranium,,,,,nei,,
1169704,1444,1/6/2019 4:31 PM,,,,,0.4,0.40,(0.60),Late Fee,0.4,0.4,6905.0,"Drill, Cordless",,,,,nei,,
1169704,1444,1/6/2019 4:31 PM,On Account,,,1.00,0.4,0.40,(0.60),,,,,,,,,,,,
1169704,1444,1/6/2019 4:31 PM,Cash,1.00,,,0.4,0.40,(0.60),,,,,,,,,,,,
1169704,1444,1/6/2019 4:31 PM,Cash,(1.60),,,0.4,0.40,(0.60),,,,,,,,,,,,
1169735,1884,1/6/2019 5:16 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,kmi,,
1169736,1884,1/6/2019 5:20 PM,,,,,20.0,20.00,20.00,Membership Fee,,20.0,,,regular,,,,tus,,
1169736,1884,1/6/2019 5:20 PM,Cash,20.00,,,20.0,20.00,20.00,,,,,,,,,,,,
1169737,1884,1/6/2019 5:22 PM,,,,,,,,Check Out,,,5864.0,Drill Bit Set,,,,,tus,,
1169737,1884,1/6/2019 5:22 PM,,,,,,,,Check Out,,,6856.0,18V Battery BATT_C,,,,,tus,,
1169737,1884,1/6/2019 5:22 PM,,,,,,,,Check Out,,,476.0,"Drill, Cordless",,,,,tus,,
1169738,947,1/6/2019 5:25 PM,,,,,,,,Loan Return,,,6484.0,C-clamp,,,,,tus,,
1169738,947,1/6/2019 5:25 PM,,,,,,,,Loan Return,,,504.0,"Clamp, Corner",,,,,tus,,
1169738,947,1/6/2019 5:25 PM,,,,,,,,Loan Return,,,5074.0,Power Sander With Vacuum Bag,,,,,tus,,
1169738,947,1/6/2019 5:25 PM,,,,,,,,Loan Return,,,4630.0,Circular Saw,,,,,tus,,
1169738,947,1/6/2019 5:25 PM,,,,,,,,Loan Return,,,4852.0,"Clamp, Bar",,,,,tus,,
1169738,947,1/6/2019 5:25 PM,,,,,,,,Loan Return,,,6718.0,"Clamp, Bar",,,,,tus,,
1169738,947,1/6/2019 5:25 PM,,,,,,,,Loan Return,,,455.0,C-clamp,,,,,tus,,
1169738,947,1/6/2019 5:25 PM,,,,,,,,Loan Return,,,5037.0,C-clamp,,,,,tus,,
1169738,947,1/6/2019 5:25 PM,,,,,,,,Loan Return,,,5115.0,C-clamp,,,,,tus,,
1169738,947,1/6/2019 5:25 PM,,,,,,,,Loan Return,,,6940.0,C-clamp,,,,,tus,,
1169738,947,1/6/2019 5:25 PM,,,,,,,,Loan Return,,,6938.0,C-clamp,,,,,tus,,
1169738,947,1/6/2019 5:25 PM,,,,,,,,Loan Return,,,6939.0,C-clamp,,,,,tus,,
1169738,947,1/6/2019 5:25 PM,On Account,,,,,,,,,,,,,,,,,,
1169742,1882,1/6/2019 5:43 PM,,,,,,,,Membership Change,,,,,regular,,,,tus,,
1169744,1207,1/6/2019 5:46 PM,,,,,,,0.20,Loan Return,,,4727.0,Post Hole Digger,,,,,tus,,
1169744,1207,1/6/2019 5:46 PM,,,,,,,0.20,Loan Return,,,5706.0,Post Hole Digger,,,,,tus,,
1169744,1207,1/6/2019 5:46 PM,On Account,,,(0.20),,,0.20,,,,,,,,,,,,
1169744,1207,1/6/2019 5:46 PM,Cash,1.00,,,,,0.20,,,,,,,,,,,,
1169744,1207,1/6/2019 5:46 PM,Cash,(0.80),,,,,0.20,,,,,,,,,,,,
1169745,1882,1/6/2019 5:49 PM,,,,,,,,Check Out,,,5652.0,"Socket Wrench Set, Metric",,,,,tus,,
1169745,1882,1/6/2019 5:49 PM,,,,,,,,Check Out,,,5514.0,Snap Ring Plier,,,,,tus,,
1169746,1885,1/6/2019 5:54 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,reb,,
1169748,1885,1/6/2019 5:56 PM,,,,,,,,Membership Change,,,,,regular,,,,tus,,
1169749,1885,1/6/2019 5:56 PM,,,,,,,,Check Out,,,6870.0,"Drill, Corded",,,,,tus,,
1169751,556,1/6/2019 6:04 PM,,,,,1.2,1.20,,Late Fee,0.4,0.4,7248.0,Hydraulic Jack,,,,,tus,,
1169751,556,1/6/2019 6:04 PM,,,,,1.2,1.20,,Late Fee,0.4,0.4,5482.0,Hydraulic Jack,,,,,tus,,
1169751,556,1/6/2019 6:04 PM,,,,,1.2,1.20,,Late Fee,0.4,0.4,5102.0,Jack Stand,,,,,tus,,
1169751,556,1/6/2019 6:04 PM,On Account,,,1.20,1.2,1.20,,,,,,,,,,,,,
1169752,1883,1/6/2019 6:08 PM,,,,,,,,Membership Change,,,,,regular,,,,tus,,
1169753,1883,1/6/2019 6:09 PM,,,,,,,,Check Out,,,4814.0,Power Sander,,,,,tus,,
1169754,1402,1/6/2019 6:11 PM,,,,,,,,Check Out,,,5433.0,"Pliers, Lineman",,,,,tus,,
1169754,1402,1/6/2019 6:11 PM,,,,,,,,Check Out,,,7254.0,"Hammer, Claw",,,,,tus,,
1169755,1047,1/6/2019 6:12 PM,,,,,,,,Loan Return,,,3850.0,"Clamp, Corner",,,,,tus,,
1169755,1047,1/6/2019 6:12 PM,,,,,,,,Loan Return,,,3860.0,"Clamp, Corner",,,,,tus,,
1169755,1047,1/6/2019 6:12 PM,,,,,,,,Loan Return,,,4971.0,Level,,,,,tus,,
1169756,1886,1/6/2019 6:25 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,roh,,
1169757,1434,1/6/2019 6:26 PM,,,,,0.7,0.70,,Late Fee,0.7,0.7,5413.0,Steam Vacuum,,,,,tus,,
1169757,1434,1/6/2019 6:26 PM,On Account,,,0.70,0.7,0.70,,,,,,,,,,,,,
1169760,1886,1/6/2019 6:30 PM,,,,,,,,Membership Change,,,,,regular,,,,tus,,
1169761,1882,1/6/2019 6:33 PM,,,,,,,,Loan Return,,,5652.0,"Socket Wrench Set, Metric",,,,,tus,,
1169761,1882,1/6/2019 6:33 PM,,,,,,,,Loan Return,,,5514.0,Snap Ring Plier,,,,,tus,,
1169763,128,1/6/2019 6:52 PM,,,,,,,,Loan Return,,,446.0,C-clamp,,,,,tus,,
1169763,128,1/6/2019 6:52 PM,,,,,,,,Loan Return,,,5723.0,C-clamp,,,,,tus,,
1169763,128,1/6/2019 6:52 PM,,,,,,,,Check Out,,,7043.0,"Staple Gun, Electric",,,,,tus,,
1169763,128,1/6/2019 6:52 PM,,,,,,,,Check Out (Renewal),,,446.0,C-clamp,,,,,tus,,Renewal
1169763,128,1/6/2019 6:52 PM,,,,,,,,Check Out (Renewal),,,5723.0,C-clamp,,,,,tus,,Renewal
1169764,128,1/6/2019 6:59 PM,,,,,,,,Loan Return,,,7043.0,"Staple Gun, Electric",,,,,tus,,
1169765,128,1/6/2019 7:00 PM,,,,,,,,Check Out,,,6295.0,"Staple Gun, Electric",,,,,tus,,
1170048,1606,1/7/2019 7:42 AM,,,,,0.3,0.10,,Late Fee,0.2,0.2,7200.0,"Pliers, Circlip",,,,,Gin,,
1170048,1606,1/7/2019 7:42 AM,,,,,0.3,0.10,,Late Fee,0.1,0.1,5625.0,Staple Gun,,,,,Gin,,
1170048,1606,1/7/2019 7:42 AM,,,,,0.3,0.10,,Check Out (Renewal),,,5625.0,Staple Gun,,,,,Gin,,Renewal
1170048,1606,1/7/2019 7:42 AM,,,,,0.3,0.10,,Check Out (Renewal),,,7200.0,"Pliers, Circlip",,,,,Gin,,Renewal
1170048,1606,1/7/2019 7:42 AM,Discount,,0.20,,0.3,0.10,,,,,,,,,,,,,
1170048,1606,1/7/2019 7:42 AM,On Account,,,0.10,0.3,0.10,,,,,,,,,,,,,
1170563,1878,1/7/2019 10:10 PM,,,,,,,,Loan Return,,,6901.0,"Saw Horse, Folding",,,,,Qui,,
1170563,1878,1/7/2019 10:10 PM,,,,,,,,Check Out (Renewal),,,6901.0,"Saw Horse, Folding",,,,,Qui,self-renewal,Renewal
1170564,1878,1/7/2019 10:10 PM,,,,,,,,Loan Return,,,6900.0,"Saw Horse, Folding",,,,,Qui,,
1170564,1878,1/7/2019 10:10 PM,,,,,,,,Check Out (Renewal),,,6900.0,"Saw Horse, Folding",,,,,Qui,self-renewal,Renewal
1170565,1878,1/7/2019 10:11 PM,,,,,,,,Loan Return,,,874.0,"Saw, Hand",,,,,Qui,,
1170565,1878,1/7/2019 10:11 PM,,,,,,,,Check Out (Renewal),,,874.0,"Saw, Hand",,,,,Qui,self-renewal,Renewal
1171424,1887,1/8/2019 3:17 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,Alc,,
1171555,1888,1/8/2019 5:33 PM,,,,,,,,Membership Change,,,,,Request_CheckIDAddressPhoneDOB,,,,ohn,,
1171591,1888,1/8/2019 6:17 PM,,,,,,,,Membership Change,,,,,regular,,,,Sir,,
1171591,1888,1/8/2019 6:17 PM,,,,,,,,Check Out,,,825.0,Power Sander,,,,,Sir,,
1171591,1888,1/8/2019 6:17 PM,,,,,,,,Check Out,,,392.0,"Sander, Belt",,,,,Sir,,
