Transaction ID,Member ID,Date,Payment Method,Payment Amount,Discount,On Account,Transaction Amount,Amount Due,Amount Paid,Type,Amount Due For Line Item,Actual Paid,Item ID,Item Name,Applicable Taxes,Membership Type,Project ID,Project Name,Handled By,Notes,Renewal
2400719,3469,1/2/2022 4:43 PM,,,,,,,,Check Out (Renewal),,,7479.0,Stud Finder,,,,,jtw,self-renewal,Renewal
2400727,3420,1/2/2022 4:56 PM,,,,,0.4,0.40,0.40,Late Fee,0.4,0.4,8037.0,Stud Finder,,,,,msh,,
2400727,3420,1/2/2022 4:56 PM,Cash,0.40,,,0.4,0.40,0.40,,,,,,,,,,,,
2400749,3478,1/2/2022 5:55 PM,,,,,10.0,10.00,10.00,Membership Fee,,10.0,,,,regular,,,msh,,
2400749,3478,1/2/2022 5:55 PM,External Credit/Debit,10.00,,,10.0,10.00,10.00,,,,,,,,,,,,
2400753,3478,1/2/2022 6:23 PM,,,,,,,,Check Out,,,7879.0,Helping Hand With Magnifying Glass,,,,,msh,,
2400767,2965,1/2/2022 8:20 PM,,,,,,,,Loan Return,,,5241.0,Chisel,,,,,fls,,
2400767,2965,1/2/2022 8:20 PM,,,,,,,,Check Out (Renewal),,,5241.0,Chisel,,,,,fls,self-renewal,Renewal
2400768,2965,1/2/2022 8:20 PM,,,,,,,,Loan Return,,,608.0,Heat Gun,,,,,fls,,
2400768,2965,1/2/2022 8:20 PM,,,,,,,,Check Out (Renewal),,,608.0,Heat Gun,,,,,fls,self-renewal,Renewal
2400769,2965,1/2/2022 8:20 PM,,,,,,,,Loan Return,,,7297.0,Paint Scraper,,,,,fls,,
2400769,2965,1/2/2022 8:20 PM,,,,,,,,Check Out (Renewal),,,7297.0,Paint Scraper,,,,,fls,self-renewal,Renewal
2400770,2965,1/2/2022 8:21 PM,,,,,,,,Loan Return,,,8196.0,Finishing Sander,,,,,fls,,
2400770,2965,1/2/2022 8:21 PM,,,,,,,,Check Out (Renewal),,,8196.0,Finishing Sander,,,,,fls,self-renewal,Renewal
2400771,2965,1/2/2022 8:21 PM,,,,,,,,Loan Return,,,5222.0,Mud Pan,,,,,fls,,
2400771,2965,1/2/2022 8:21 PM,,,,,,,,Check Out (Renewal),,,5222.0,Mud Pan,,,,,fls,self-renewal,Renewal
2400772,2965,1/2/2022 8:21 PM,,,,,,,,Loan Return,,,8436.0,Drywall Knife,,,,,fls,,
2400772,2965,1/2/2022 8:21 PM,,,,,,,,Check Out (Renewal),,,8436.0,Drywall Knife,,,,,fls,self-renewal,Renewal
2400773,2965,1/2/2022 8:21 PM,,,,,,,,Loan Return,,,6399.0,Drywall Knife,,,,,fls,,
2400773,2965,1/2/2022 8:21 PM,,,,,,,,Check Out (Renewal),,,6399.0,Drywall Knife,,,,,fls,self-renewal,Renewal
2400775,2965,1/2/2022 8:21 PM,,,,,,,,Loan Return,,,4053.0,Key Hole Saw,,,,,fls,,
2400775,2965,1/2/2022 8:21 PM,,,,,,,,Check Out (Renewal),,,4053.0,Key Hole Saw,,,,,fls,self-renewal,Renewal
2400777,2965,1/2/2022 8:21 PM,,,,,,,,Loan Return,,,8160.0,Stud Finder,,,,,fls,,
2400777,2965,1/2/2022 8:21 PM,,,,,,,,Check Out (Renewal),,,8160.0,Stud Finder,,,,,fls,self-renewal,Renewal
2400778,2965,1/2/2022 8:21 PM,,,,,,,,Loan Return,,,7023.0,Taping Knife,,,,,fls,,
2400778,2965,1/2/2022 8:21 PM,,,,,,,,Check Out (Renewal),,,7023.0,Taping Knife,,,,,fls,self-renewal,Renewal
2401393,128,1/3/2022 2:29 PM,,,,,6.0,,,Late Fee,1.5,1.5,8243.0,Cordless Finish Nailer Set BATT_X,,,,,tus,,
2401393,128,1/3/2022 2:29 PM,,,,,6.0,,,Late Fee,1.5,1.5,7416.0,Stud Finder,,,,,tus,,
2401393,128,1/3/2022 2:29 PM,,,,,6.0,,,Late Fee,1.5,1.5,340.0,Plane,,,,,tus,,
2401393,128,1/3/2022 2:29 PM,,,,,6.0,,,Late Fee,1.5,1.5,4496.0,Plane,,,,,tus,,
2401393,128,1/3/2022 2:29 PM,,,,,6.0,,,Check Out (Renewal),,,7416.0,Stud Finder,,,,,tus,,Renewal
2401393,128,1/3/2022 2:29 PM,,,,,6.0,,,Check Out (Renewal),,,8243.0,Cordless Finish Nailer Set BATT_X,,,,,tus,,Renewal
2401393,128,1/3/2022 2:29 PM,,,,,6.0,,,Check Out (Renewal),,,340.0,Plane,,,,,tus,,Renewal
2401393,128,1/3/2022 2:29 PM,,,,,6.0,,,Check Out (Renewal),,,4496.0,Plane,,,,,tus,,Renewal
2401393,128,1/3/2022 2:29 PM,Discount,,6.00,,6.0,,,,,,,,,,,,,,
2401544,3475,1/3/2022 10:26 PM,,,,,,,,Loan Return,,,5639.0,Miter Saw,,,,,sur,,
2401544,3475,1/3/2022 10:26 PM,,,,,,,,Check Out (Renewal),,,5639.0,Miter Saw,,,,,sur,self-renewal,Renewal
2401545,3475,1/3/2022 10:26 PM,,,,,,,,Loan Return,,,6466.0,Bar Clamp,,,,,sur,,
2401545,3475,1/3/2022 10:26 PM,,,,,,,,Check Out (Renewal),,,6466.0,Bar Clamp,,,,,sur,self-renewal,Renewal
2401546,3475,1/3/2022 10:26 PM,,,,,,,,Loan Return,,,6867.0,Bar Clamp,,,,,sur,,
2401546,3475,1/3/2022 10:26 PM,,,,,,,,Check Out (Renewal),,,6867.0,Bar Clamp,,,,,sur,self-renewal,Renewal
2401547,3475,1/3/2022 10:26 PM,,,,,,,,Loan Return,,,8387.0,Screwdriver And Drill Bit Set,,,,,sur,,
2401547,3475,1/3/2022 10:26 PM,,,,,,,,Check Out (Renewal),,,8387.0,Screwdriver And Drill Bit Set,,,,,sur,self-renewal,Renewal
2401548,3475,1/3/2022 10:26 PM,,,,,,,,Loan Return,,,5021.0,Square Level,,,,,sur,,
2401548,3475,1/3/2022 10:26 PM,,,,,,,,Check Out (Renewal),,,5021.0,Square Level,,,,,sur,self-renewal,Renewal
2401549,3475,1/3/2022 10:26 PM,,,,,,,,Loan Return,,,8198.0,Random Orbit Sander,,,,,sur,,
2401549,3475,1/3/2022 10:26 PM,,,,,,,,Check Out (Renewal),,,8198.0,Random Orbit Sander,,,,,sur,self-renewal,Renewal
2401550,3475,1/3/2022 10:26 PM,,,,,,,,Loan Return,,,5000.0,"Saw Horse, Folding",,,,,sur,,
2401550,3475,1/3/2022 10:26 PM,,,,,,,,Check Out (Renewal),,,5000.0,"Saw Horse, Folding",,,,,sur,self-renewal,Renewal
2401551,3475,1/3/2022 10:26 PM,,,,,,,,Loan Return,,,4993.0,"Saw Horse, Folding",,,,,sur,,
2401551,3475,1/3/2022 10:26 PM,,,,,,,,Check Out (Renewal),,,4993.0,"Saw Horse, Folding",,,,,sur,self-renewal,Renewal
2401552,3475,1/3/2022 10:27 PM,,,,,,,,Loan Return,,,5729.0,Speed Square,,,,,sur,,
2401552,3475,1/3/2022 10:27 PM,,,,,,,,Check Out (Renewal),,,5729.0,Speed Square,,,,,sur,self-renewal,Renewal
2401553,3475,1/3/2022 10:27 PM,,,,,,,,Loan Return,,,8266.0,Stud Finder,,,,,sur,,
2401553,3475,1/3/2022 10:27 PM,,,,,,,,Check Out (Renewal),,,8266.0,Stud Finder,,,,,sur,self-renewal,Renewal
2401554,3475,1/3/2022 10:27 PM,,,,,,,,Loan Return,,,4049.0,Yardstick,,,,,sur,,
2401554,3475,1/3/2022 10:27 PM,,,,,,,,Check Out (Renewal),,,4049.0,Yardstick,,,,,sur,self-renewal,Renewal
2401555,3475,1/3/2022 10:27 PM,,,,,,,,Loan Return,,,6942.0,Bar Clamp,,,,,sur,,
2401555,3475,1/3/2022 10:27 PM,,,,,,,,Check Out (Renewal),,,6942.0,Bar Clamp,,,,,sur,self-renewal,Renewal
2401556,3475,1/3/2022 10:27 PM,,,,,,,,Loan Return,,,6881.0,Bar Clamp,,,,,sur,,
2401556,3475,1/3/2022 10:27 PM,,,,,,,,Check Out (Renewal),,,6881.0,Bar Clamp,,,,,sur,self-renewal,Renewal
2401988,3482,1/4/2022 9:45 AM,,,,,,,,Membership Change,,,,,,Request_CheckIDAddressPhoneDOB,,,che,,
2402010,3483,1/4/2022 9:56 AM,,,,,,,,Membership Change,,,,,,Request_CheckIDAddressPhoneDOB,,,wbu,,
2402624,3484,1/4/2022 5:01 PM,,,,,,,,Membership Change,,,,,,Request_CheckIDAddressPhoneDOB,,,ngo,,
2402731,3465,1/4/2022 6:08 PM,,,,,,,,Loan Return,,,6496.0,"Impact Driver, Pneumatic",,,,,mma,,
2402731,3465,1/4/2022 6:08 PM,,,,,,,,Check Out (Renewal),,,6496.0,"Impact Driver, Pneumatic",,,,,mma,self-renewal,Renewal
2402734,3270,1/4/2022 6:11 PM,,,,,3.0,3.00,4.00,Late Fee,3.0,3.0,621.0,Sewing Machine,,,,,msh,,
2402734,3270,1/4/2022 6:11 PM,Cash,3.00,,,3.0,3.00,4.00,,,,,,,,,,,,
2402734,3270,1/4/2022 6:11 PM,Cash,1.00,,,3.0,3.00,4.00,,,,,,,,,,,,
2402734,3270,1/4/2022 6:11 PM,On Account,,,(1.00),3.0,3.00,4.00,,,,,,,,,,,,
2402743,3484,1/4/2022 6:18 PM,,,,,,,,Membership Change,,,,,,regular,,,msh,,
2402745,2537,1/4/2022 6:21 PM,,,,,5.0,5.00,5.00,Membership Fee,,5.0,,,,regular,,,bri,,
2402745,2537,1/4/2022 6:21 PM,Cash,5.00,,,5.0,5.00,5.00,,,,,,,,,,,,
2402747,2537,1/4/2022 6:21 PM,,,,,,,,Check Out,,,7598.0,Air Compressor,,,,,bri,,
2402748,3484,1/4/2022 6:22 PM,,,,,,,,Check Out,,,420.0,Quick Grip Clamp,,,,,bri,,
2402748,3484,1/4/2022 6:22 PM,,,,,,,,Check Out,,,5467.0,Quick Grip Clamp,,,,,bri,,
2402748,3484,1/4/2022 6:22 PM,,,,,,,,Check Out,,,6910.0,Quick Grip Clamp,,,,,bri,,
2402753,3404,1/4/2022 6:25 PM,,,,,5.0,5.00,5.00,Membership Fee,,5.0,,,,regular,,,bri,,
2402753,3404,1/4/2022 6:25 PM,PayPal (external),5.00,,,5.0,5.00,5.00,,,,,,,,,,,,
2402756,3404,1/4/2022 6:28 PM,,,,,,,,Check Out,,,8416.0,Flooring Shear,,,,,bri,,
2402775,3359,1/4/2022 6:45 PM,,,,,,,,Check Out,,,3876.0,Heat Gun,,,,,bri,,
2402785,432,1/4/2022 7:06 PM,,,,,,,,Check Out,,,3759.0,Profile Sander,,,,,msh,,
2402785,432,1/4/2022 7:06 PM,On Account,,,,,,,,,,,,,,,,,,
2402809,1858,1/4/2022 7:30 PM,,,,,,,,Check Out,,,7748.0,Awl,,,,,msh,,
2402809,1858,1/4/2022 7:30 PM,,,,,,,,Check Out,,,6935.0,Leather Punch,,,,,msh,,
2402834,3435,1/4/2022 7:55 PM,,,,,,,,Check Out,,,4034.0,Steam Cleaner,,,,,msh,,
2402848,393,1/4/2022 8:22 PM,,,,,,,,Check Out,,,7117.0,Ice Cream Maker,,,,,msh,,
2403710,3485,1/5/2022 1:55 PM,,,,,,,,Membership Change,,,,,,Request_CheckIDAddressPhoneDOB,,,jha,,
2403996,524,1/5/2022 6:06 PM,,,,,,,,Loan Return,,,8193.0,Reciprocating Saw,,,,,bri,,
2404014,3485,1/5/2022 6:48 PM,,,,,5.0,5.00,5.00,Membership Fee,,5.0,,,,regular,,,bri,,
2404014,3485,1/5/2022 6:48 PM,Cash,5.00,,,5.0,5.00,5.00,,,,,,,,,,,,
2404018,3485,1/5/2022 6:58 PM,,,,,,,,Check Out,,,5137.0,Tin Snips,,,,,bri,,
2404018,3485,1/5/2022 6:58 PM,,,,,,,,Check Out,,,6231.0,Hack Saw,,,,,bri,,
2404021,805,1/5/2022 7:01 PM,,,,,8.4,8.40,,Late Fee,1.4,1.4,8103.0,12V Battery And Charger,,,,,bri,,
2404021,805,1/5/2022 7:01 PM,,,,,8.4,8.40,,Late Fee,1.4,1.4,6891.0,Air Compressor Hose,,,,,bri,,
2404021,805,1/5/2022 7:01 PM,,,,,8.4,8.40,,Late Fee,1.4,1.4,7834.0,Angle Grinder,,,,,bri,,
2404021,805,1/5/2022 7:01 PM,,,,,8.4,8.40,,Late Fee,1.4,1.4,240.0,Compressor,,,,,bri,,
2404021,805,1/5/2022 7:01 PM,,,,,8.4,8.40,,Late Fee,1.4,1.4,719.0,"Circular Saw & Drill, Cordless",,,,,bri,,
2404021,805,1/5/2022 7:01 PM,,,,,8.4,8.40,,Late Fee,1.4,1.4,6888.0,Cordless Drill,,,,,bri,,
2404021,805,1/5/2022 7:01 PM,,,,,8.4,8.40,,Check Out (Renewal),,,6888.0,Cordless Drill,,,,,bri,,Renewal
2404021,805,1/5/2022 7:01 PM,,,,,8.4,8.40,,Check Out (Renewal),,,719.0,"Circular Saw & Drill, Cordless",,,,,bri,,Renewal
2404021,805,1/5/2022 7:01 PM,,,,,8.4,8.40,,Check Out (Renewal),,,240.0,Compressor,,,,,bri,,Renewal
2404021,805,1/5/2022 7:01 PM,,,,,8.4,8.40,,Check Out (Renewal),,,7834.0,Angle Grinder,,,,,bri,,Renewal
2404021,805,1/5/2022 7:01 PM,,,,,8.4,8.40,,Check Out (Renewal),,,6891.0,Air Compressor Hose,,,,,bri,,Renewal
2404021,805,1/5/2022 7:01 PM,,,,,8.4,8.40,,Check Out (Renewal),,,8103.0,12V Battery And Charger,,,,,bri,,Renewal
2404021,805,1/5/2022 7:01 PM,On Account,,,8.40,8.4,8.40,,,,,,,,,,,,,
2404022,1481,1/5/2022 7:04 PM,,,,,0.3,0.30,0.30,Late Fee,0.3,0.3,7832.0,"Shop Vac, Wet/Dry, 1.5 Gal",,,,,bri,,
2404022,1481,1/5/2022 7:04 PM,Cash,0.30,,,0.3,0.30,0.30,,,,,,,,,,,,
2404025,3372,1/5/2022 7:13 PM,,,,,,,,Check Out,,,5922.0,Voltage Detector,,,,,bri,,
2404026,393,1/5/2022 7:18 PM,,,,,,,,Check Out,,,5647.0,Staple Gun,,,,,bri,,
2404030,3124,1/5/2022 7:33 PM,,,,,21.2,21.20,21.20,Late Fee,10.6,10.6,3949.0,Sledgehammer,,,,,bri,,
2404030,3124,1/5/2022 7:33 PM,,,,,21.2,21.20,21.20,Late Fee,10.6,10.6,6807.0,Wheelbarrow,,,,,bri,,
2404030,3124,1/5/2022 7:33 PM,External Credit/Debit,21.20,,,21.2,21.20,21.20,,,,,,,,,,,,
2404034,3465,1/5/2022 8:08 PM,,,,,,,,Loan Return,,,6496.0,"Impact Driver, Pneumatic",,,,,bri,,
2404038,3455,1/5/2022 8:26 PM,,,,,6.8,6.80,6.80,Late Fee,1.7,1.7,3743.0,Circular Saw,,,,,bri,,
2404038,3455,1/5/2022 8:26 PM,,,,,6.8,6.80,6.80,Late Fee,1.7,1.7,8366.0,Drill Bit Set,,,,,bri,,
2404038,3455,1/5/2022 8:26 PM,,,,,6.8,6.80,6.80,Late Fee,1.7,1.7,4467.0,Miter Box,,,,,bri,,
2404038,3455,1/5/2022 8:26 PM,,,,,6.8,6.80,6.80,Late Fee,1.7,1.7,8304.0,Clamp-On Vise,,,,,bri,,
2404038,3455,1/5/2022 8:26 PM,External Credit/Debit,6.80,,,6.8,6.80,6.80,,,,,,,,,,,,
2404045,393,1/5/2022 8:46 PM,,,,,,,,Check Out,,,4341.0,Tin Shears,,,,,bri,,
2406644,3486,1/8/2022 8:16 AM,,,,,,,,Membership Change,,,,,,Request_CheckIDAddressPhoneDOB,,,kro,,
2406913,3486,1/8/2022 9:21 AM,,,,,40.0,40.00,40.00,Membership Fee,,40.0,,,,regular,,,Gin,,
2406913,3486,1/8/2022 9:21 AM,Cash,40.00,,,40.0,40.00,40.00,,,,,,,,,,,,
2406928,3486,1/8/2022 9:28 AM,,,,,,,,Check Out,,,8358.0,Dehumidifier,,,,,Gin,,
2406928,3486,1/8/2022 9:28 AM,,,,,,,,Check Out,,,7421.0,Extension Cord,,,,,Gin,,
2406928,3486,1/8/2022 9:28 AM,,,,,,,,Check Out,,,7546.0,Small Black Space Heater,,,,,Gin,,
2406951,3288,1/8/2022 9:36 AM,,,,,,,,Check Out,,,6951.0,Router,,,,,Gin,,
2406995,3101,1/8/2022 10:04 AM,,,,,3.5,,,Late Fee,3.5,3.5,5656.0,Axe,,,,,Gin,,
2406995,3101,1/8/2022 10:04 AM,,,,,3.5,,,Check Out,,,4745.0,Axe,,,,,Gin,,
2406995,3101,1/8/2022 10:04 AM,,,,,3.5,,,Check Out (Renewal),,,5656.0,Axe,,,,,Gin,,Renewal
2406995,3101,1/8/2022 10:04 AM,Discount,,3.50,,3.5,,,,,,,,,,,,,,
2407031,3403,1/8/2022 10:18 AM,,,,,,,,Check Out,,,724.0,20V Battery,,,,,Gin,,
2407031,3403,1/8/2022 10:18 AM,,,,,,,,Check Out,,,721.0,Cordless Drill Set,,,,,Gin,,
2407031,3403,1/8/2022 10:18 AM,,,,,,,,Check Out,,,69.0,Bit Set,,,,,Gin,,
2407034,3487,1/8/2022 10:20 AM,,,,,,,,Membership Change,,,,,,Request_CheckIDAddressPhoneDOB,,,tkn,,
2407115,3403,1/8/2022 10:52 AM,,,,,,,,Check Out,,,8366.0,Drill Bit Set,,,,,Gin,,
2407184,2205,1/8/2022 11:15 AM,,,,,6.7,6.70,6.70,Late Fee,1.7,1.7,5091.0,Angle Grinder,,,,,Gin,,
2407184,2205,1/8/2022 11:15 AM,,,,,6.7,6.70,6.70,Late Fee,1.0,1.0,426.0,Plane,,,,,Gin,,
2407184,2205,1/8/2022 11:15 AM,,,,,6.7,6.70,6.70,Late Fee,1.0,1.0,212.0,Level,,,,,Gin,,
2407184,2205,1/8/2022 11:15 AM,,,,,6.7,6.70,6.70,Late Fee,1.0,1.0,365.0,T-square,,,,,Gin,,
2407184,2205,1/8/2022 11:15 AM,,,,,6.7,6.70,6.70,Late Fee,1.0,1.0,674.0,Chalkline,,,,,Gin,,
2407184,2205,1/8/2022 11:15 AM,,,,,6.7,6.70,6.70,Late Fee,1.0,1.0,8156.0,Infrared Thermometer,,,,,Gin,,
2407184,2205,1/8/2022 11:15 AM,Cash,6.70,,,6.7,6.70,6.70,,,,,,,,,,,,
2407199,2205,1/8/2022 11:22 AM,,,,,,,,Check Out,,,8365.0,Drop Cloth,,,,,Gin,,
2407199,2205,1/8/2022 11:22 AM,,,,,,,,Check Out,,,346.0,Spray Gun Kit,,,,,Gin,,
2407199,2205,1/8/2022 11:22 AM,,,,,,,,Check Out,,,5677.0,Square,,,,,Gin,,
2407201,3484,1/8/2022 11:23 AM,,,,,,,,Loan Return,,,420.0,Quick Grip Clamp,,,,,msh,,
2407201,3484,1/8/2022 11:23 AM,,,,,,,,Loan Return,,,5467.0,Quick Grip Clamp,,,,,msh,,
2407201,3484,1/8/2022 11:23 AM,,,,,,,,Loan Return,,,6910.0,Quick Grip Clamp,,,,,msh,,
2407206,1231,1/8/2022 11:24 AM,,,,,0.4,,,Late Fee,0.4,0.4,5890.0,Hand Riveter,,,,,msh,,
2407206,1231,1/8/2022 11:24 AM,Discount,,0.40,,0.4,,,,,,,,,,,,,,
2407209,3488,1/8/2022 11:25 AM,,,,,,,,Membership Change,,,,,,Request_CheckIDAddressPhoneDOB,,,unf,,
2407212,3488,1/8/2022 11:27 AM,,,,,,,,Membership Change,,,,,,regular,,,msh,,
2407213,2705,1/8/2022 11:28 AM,,,,,2.2,,,Late Fee,1.1,1.1,6810.0,Hot Plate,,,,,Gin,,
2407213,2705,1/8/2022 11:28 AM,,,,,2.2,,,Late Fee,1.1,1.1,4818.0,Car Roof Bag,,,,,Gin,,
2407213,2705,1/8/2022 11:28 AM,Discount,,2.20,,2.2,,,,,,,,,,,,,,
2407219,2291,1/8/2022 11:30 AM,,,,,2.8,2.80,2.80,Late Fee,1.0,1.0,6780.0,Multimeter,,,,,msh,,
2407219,2291,1/8/2022 11:30 AM,,,,,2.8,2.80,2.80,Late Fee,1.0,1.0,4585.0,Wire Stripper,,,,,msh,,
2407219,2291,1/8/2022 11:30 AM,,,,,2.8,2.80,2.80,Late Fee,0.8,0.8,8426.0,"Christmas Tree Lights, 10ft",,,,,msh,,
2407219,2291,1/8/2022 11:30 AM,,,,,2.8,2.80,2.80,Check Out (Renewal),,,6780.0,Multimeter,,,,,msh,,Renewal
2407219,2291,1/8/2022 11:30 AM,,,,,2.8,2.80,2.80,Check Out (Renewal),,,4585.0,Wire Stripper,,,,,msh,,Renewal
2407219,2291,1/8/2022 11:30 AM,Cash,2.80,,,2.8,2.80,2.80,,,,,,,,,,,,
2407229,2705,1/8/2022 11:34 AM,,,,,,,,Check Out,,,493.0,Air Compressor,,,,,Gin,,
2407229,2705,1/8/2022 11:34 AM,,,,,,,,Check Out,,,6224.0,"Nail Gun, Pneumatic",,,,,Gin,,
2407252,3372,1/8/2022 11:41 AM,,,,,,,,Loan Return,,,5922.0,Voltage Detector,,,,,Gin,,
2407289,1402,1/8/2022 11:52 AM,,,,,,,,Check Out,,,8006.0,"Torx Screwdriver, Narrow",,,,,Gin,,
2407727,3489,1/8/2022 10:07 PM,,,,,,,,Membership Change,,,,,,Request_CheckIDAddressPhoneDOB,,,zch,,
2407733,450,1/8/2022 11:30 PM,,,,,0.6,0.60,,Late Fee,0.6,0.6,720.0,Cordless Drill And Impact Set,,,,,Gin,,
2407733,450,1/8/2022 11:30 PM,,,,,0.6,0.60,,Check Out (Renewal),,,720.0,Cordless Drill And Impact Set,,,,,Gin,,Renewal
2407733,450,1/8/2022 11:30 PM,On Account,,,0.60,0.6,0.60,,,,,,,,,,,,,
2408033,3467,1/9/2022 11:35 AM,,,,,1.6,,,Late Fee,0.8,0.8,8155.0,Claw Hammer,,,,,Gin,,
2408033,3467,1/9/2022 11:35 AM,,,,,1.6,,,Late Fee,0.8,0.8,5996.0,"Tape Measure, 16ft",,,,,Gin,,
2408033,3467,1/9/2022 11:35 AM,,,,,1.6,,,Check Out (Renewal),,,5996.0,"Tape Measure, 16ft",,,,,Gin,,Renewal
2408033,3467,1/9/2022 11:35 AM,,,,,1.6,,,Check Out (Renewal),,,8155.0,Claw Hammer,,,,,Gin,,Renewal
2408033,3467,1/9/2022 11:35 AM,Discount,,1.60,,1.6,,,,,,,,,,,,,,
2408108,3490,1/9/2022 12:39 PM,,,,,,,,Membership Change,,,,,,Request_CheckIDAddressPhoneDOB,,,pau,,
2408250,3491,1/9/2022 2:55 PM,,,,,,,,Membership Change,,,,,,Request_CheckIDAddressPhoneDOB,,,jlz,,
2408311,2291,1/9/2022 4:31 PM,,,,,,,,Loan Return,,,6780.0,Multimeter,,,,,msh,,
2408311,2291,1/9/2022 4:31 PM,,,,,,,,Loan Return,,,4585.0,Wire Stripper,,,,,msh,,
2408314,2401,1/9/2022 4:37 PM,,,,,,,,Check Out,,,5541.0,Ladder,,,,,msh,,
2408316,3118,1/9/2022 4:41 PM,,,,,22.0,22.00,22.00,Late Fee,11.0,11.0,8121.0,File,,,,,msh,,
2408316,3118,1/9/2022 4:41 PM,,,,,22.0,22.00,22.00,Late Fee,11.0,11.0,8301.0,File,,,,,msh,,
2408316,3118,1/9/2022 4:41 PM,External Credit/Debit,22.00,,,22.0,22.00,22.00,,,,,,,,,,,,
2408336,3475,1/9/2022 5:15 PM,,,,,,,,Loan Return,,,5639.0,Miter Saw,,,,,Nat,,
2408336,3475,1/9/2022 5:15 PM,,,,,,,,Loan Return,,,6466.0,Bar Clamp,,,,,Nat,,
2408336,3475,1/9/2022 5:15 PM,,,,,,,,Loan Return,,,6867.0,Bar Clamp,,,,,Nat,,
2408336,3475,1/9/2022 5:15 PM,,,,,,,,Loan Return,,,6881.0,Bar Clamp,,,,,Nat,,
2408336,3475,1/9/2022 5:15 PM,,,,,,,,Loan Return,,,6942.0,Bar Clamp,,,,,Nat,,
2408336,3475,1/9/2022 5:15 PM,,,,,,,,Loan Return,,,8387.0,Screwdriver And Drill Bit Set,,,,,Nat,,
2408336,3475,1/9/2022 5:15 PM,,,,,,,,Loan Return,,,5021.0,Square Level,,,,,Nat,,
2408336,3475,1/9/2022 5:15 PM,,,,,,,,Loan Return,,,8198.0,Random Orbit Sander,,,,,Nat,,
2408336,3475,1/9/2022 5:15 PM,,,,,,,,Loan Return,,,5729.0,Speed Square,,,,,Nat,,
2408336,3475,1/9/2022 5:15 PM,,,,,,,,Loan Return,,,8266.0,Stud Finder,,,,,Nat,,
2408336,3475,1/9/2022 5:15 PM,,,,,,,,Loan Return,,,4049.0,Yardstick,,,,,Nat,,
2408336,3475,1/9/2022 5:15 PM,,,,,,,,Loan Return,,,4993.0,"Saw Horse, Folding",,,,,Nat,,
2408336,3475,1/9/2022 5:15 PM,,,,,,,,Loan Return,,,5000.0,"Saw Horse, Folding",,,,,Nat,,
2408342,674,1/9/2022 5:25 PM,,,,,7.0,7.00,7.00,Late Fee,3.5,3.5,7693.0,Lopper,,,,,Nat,,
2408342,674,1/9/2022 5:25 PM,,,,,7.0,7.00,7.00,Late Fee,3.5,3.5,6946.0,Pole Saw,,,,,Nat,,
