Member ID,Confirmed?,Sex,Age,Member Created (M/D/YYYY),Start of first full membership (M/D/YYYY),Current Membership Type,"Latest Membership Change (request, upgrade, renewal, cancellation...) (M/D/YYYY)",Current Membership Expiration (M/D/YYYY),Renews Automatically,Automatically Pay Statements,Opening Balance,Opening Balance Date (M/D/YYYY),Household Type,"Single, non-elderly",Elderly,Single Parent,Two Parents,Female Head of Household,Household income range,Household income range Value,Ethnicity,American Indian or Alaskan Native,Asian,Black or African American,Hispanic,White,Native Hawaiian or Pacific Islander,Other,Number of disabled people in household,Renter/Homeowner,Renter/Homeowner Value,Household Size
1996,True,,,3/18/2019,,Request_CheckIDAddressPhoneDOB,3/18/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,
2339,True,,,7/29/2019,,Request_CheckIDAddressPhoneDOB,7/29/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,
3094,True,,,3/29/2021,10/13/2021,regular,10/13/2021,10/13/2022,False,False,,,,,,,,,,,,,,,,,,,,,,
3441,True,female,,12/3/2021,,Request_CheckIDAddressPhoneDOB,12/2/2021,,False,False,,,,,,,,,,,,,,,,,,,,,,
3960,True,female,27.0,8/18/2022,,Request_CheckIDAddressPhoneDOB,8/17/2022,,False,False,,,[],,,,,,,,[],,,,,,,,,,,
4008,True,,,9/7/2022,9/6/2022,regular,9/3/2023,9/6/2024,False,False,,,[],,,,,,,,[],,,,,,,,,,,
4333,True,female,28.0,2/17/2023,2/18/2023,regular,2/18/2023,2/18/2024,False,False,,,['1'],Y,,,,,2.0,Low,['5'],,,,,Y,,,,0.0,Renter,1.0
4601,True,male,2020.0,5/16/2023,,Request_CheckIDAddressPhoneDOB,5/16/2023,,False,False,,,[],,,,,,,,[],,,,,,,,,,,
5539,False,,,3/11/2024,3/10/2024,regular,3/10/2024,3/10/2025,False,False,,,,,,,,,,,,,,,,,,,,,,
3938,False,,,8/11/2022,8/10/2022,regular,8/10/2022,8/10/2023,False,False,,,,,,,,,,,,,,,,,,,,,,
4367,True,,,3/5/2023,,Request_CheckIDAddressPhoneDOB,3/5/2023,,False,False,,,,,,,,,,,,,,,,,,,,,,
3199,False,,,6/19/2021,6/19/2021,regular,6/19/2021,6/19/2022,False,False,,,,,,,,,,,,,,,,,,,,,,
2028,False,female,,3/27/2019,3/26/2019,ExtremelyOverdueItems,10/14/2019,,False,False,,,[],,,,,,,,[],,,,,,,,,,,
2192,False,,,5/30/2019,,Request_CheckIDAddressPhoneDOB,5/29/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,
3892,True,female,50.0,7/27/2022,,Request_CheckIDAddressPhoneDOB,7/27/2022,,False,False,,,"['3', '5']",,,Y,,Y,1.0,Extremely Low,['5'],,,,,Y,,,,0.0,Renter,2.0
4942,False,,,8/23/2023,8/22/2023,regular,8/22/2023,8/22/2024,False,False,,,,,,,,,,,,,,,,,,,,,,
4891,False,,,8/7/2023,,Request_CheckIDAddressPhoneDOB,8/7/2023,,False,False,,,,,,,,,,,,,,,,,,,,,,
5097,True,,,10/14/2023,10/14/2023,regular,10/14/2023,10/14/2024,False,False,,,[],,,,,,,,[],,,,,,,,,,,
5002,True,,,9/13/2023,,Request_CheckIDAddressPhoneDOB,9/13/2023,,False,False,,,['1'],Y,,,,,3.0,Moderate,['2'],,Y,,,,,,,0.0,Renter,
2376,True,,,8/17/2019,9/14/2019,regular,3/27/2021,3/27/2022,False,False,,,[],,,,,,,,[],,,,,,,,,,,
375,False,male,,10/26/2016,10/26/2016,regular,10/26/2016,10/26/2017,False,False,,,['1'],Y,,,,,2.0,Low,['5'],,,,,Y,,,0,1.0,Homeowner,1.0
2782,True,,,2/20/2020,2/19/2020,regular,2/19/2020,2/19/2021,False,False,,,,,,,,,,,,,,,,,,,,,,
4574,True,male,33.0,5/10/2023,5/9/2023,regular,5/9/2023,5/9/2024,False,False,,,[],,,,,,,,[],,,,,,,,,,,
3285,True,,,8/26/2021,,Request_CheckIDAddressPhoneDOB,8/26/2021,,False,False,,,,,,,,,,,,,,,,,,,,,,
1144,False,,,1/9/2018,,Request_CheckIDAddressPhoneDOB,1/9/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,
1847,True,,,12/6/2018,12/5/2018,regular,12/5/2018,12/5/2019,False,False,,,,,,,,,,,,,,,,,,,,,,
3612,True,,,3/20/2022,5/24/2023,regular,5/24/2023,5/24/2024,False,False,,,,,,,,,,,,,,,,,,,,,,
3378,True,,,10/17/2021,1/10/2024,regular,1/10/2024,1/10/2025,False,False,,,,,,,,,,,,,,,,,,,,,,
3665,True,,,4/23/2022,4/23/2022,regular,4/23/2022,4/23/2023,False,False,,,['1'],Y,,,,,3.0,Moderate,['2'],,Y,,,,,,,0.0,Renter,
3730,False,,,5/29/2022,5/29/2022,regular,5/29/2022,5/29/2023,False,False,,,,,,,,,,,,,,,,,,,,,,
2736,False,,,2/1/2020,2/1/2020,regular,2/1/2020,2/1/2021,False,False,,,['1'],Y,,,,,3.0,Moderate,['2'],,Y,,,,,,,0.0,Renter,1.0
629,True,female,,4/27/2017,4/29/2017,regular,4/29/2017,4/29/2018,False,False,,,,,,,,,,,,,,,,,,,,,,
2089,False,,,4/24/2019,4/23/2019,ExtremelyOverdueItems,10/14/2019,,False,False,,,[],,,,,,,,[],,,,,,,,,,,
2241,False,would rather not say,,6/16/2019,,Request_CheckIDAddressPhoneDOB,6/16/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,
1213,False,female,,2/12/2018,2/17/2018,regular,2/16/2019,2/17/2020,False,False,,,,,,,,,,,,,,,,,,,,,,
2002,True,,,3/19/2019,3/18/2019,regular,2/15/2023,1/18/2024,False,False,,,,,,,,,,,,,,,,,,,,,,
3823,True,,71.0,7/3/2022,7/9/2022,regular,8/19/2023,8/19/2024,False,False,,,[],,,,,,,,[],,,,,,,,,,,
1925,False,other,,1/29/2019,,Request_CheckIDAddressPhoneDOB,1/28/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,
5196,False,male,40.0,11/14/2023,,Request_CheckIDAddressPhoneDOB,11/14/2023,,False,False,,,[],,,,,,,,[],,,,,,,,,,,
1026,True,,,10/21/2017,10/21/2017,regular,10/21/2017,10/21/2018,False,False,,,[],,,,,,,,[],,,,,,,,,,,
157,True,male,,5/17/2016,,Request_CheckIDAddressPhoneDOB,5/16/2016,,False,False,,,,,,,,,,,,,,,,,,,,,,
1704,False,male,,9/12/2018,9/11/2018,regular,9/11/2018,9/11/2019,False,False,,,[],,,,,,,,[],,,,,,,,,,,
5201,False,,,11/15/2023,11/14/2023,regular,11/14/2023,11/14/2024,False,False,,,,,,,,,,,,,,,,,,,,,,
4861,True,,56.0,7/30/2023,7/30/2023,regular,7/30/2023,7/30/2024,False,False,,,[],,,,,,,,[],,,,,,,,,,,
1256,True,,,3/6/2018,,Request_CheckIDAddressPhoneDOB,3/6/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,
2154,True,,,5/16/2019,5/15/2019,regular,5/15/2019,5/15/2020,False,False,,,,,,,,,,,,,,,,,,,,,,
3614,True,,,3/21/2022,3/20/2022,regular,3/20/2022,3/20/2023,False,False,,,,,,,,,,,,,,,,,,,,,,
1794,True,,,10/31/2018,11/3/2018,regular,11/3/2018,11/3/2019,False,False,,,,,,,,,,,,,,,,,,,,,,
781,True,,,7/12/2017,10/8/2017,regular,5/8/2019,10/8/2019,False,False,,,,,,,,,,,,,,,,,,,,,,
1520,True,,,6/26/2018,6/26/2018,regular,6/26/2018,6/26/2019,False,False,,,,,,,,,,,,,,,,,,,,,,
2912,True,,,7/25/2020,7/25/2020,regular,7/25/2020,7/25/2021,False,False,,,,,,,,,,,,,,,,,,,,,,
3113,True,,,4/10/2021,4/10/2021,regular,4/10/2021,4/10/2022,False,False,,,,,,,,,,,,,,,,,,,,,,
4843,True,male,38.0,7/27/2023,7/26/2023,regular,7/26/2023,7/26/2024,False,False,,,[],,,,,,,,[],,,,,,,,,,,
138,True,male,,5/1/2016,,Request_CheckIDAddressPhoneDOB,5/1/2016,,False,False,,,,,,,,,,,,,,,,,,,,,,
1801,False,male,,11/5/2018,11/4/2018,regular,11/4/2018,11/4/2019,False,False,,,,,,,,,,,,,,,,,,,,,,
5681,True,female,,4/15/2024,,Request_CheckIDAddressPhoneDOB,4/15/2024,,False,False,,,[],,,,,,,,[],,,,,,,,,,,
1299,True,male,,3/31/2018,3/31/2018,regular,3/6/2021,3/6/2022,False,False,,,['1'],Y,,,,,1.0,Extremely Low,['7'],,,,,,,Y,,0.0,Renter,2.0
4642,False,,,5/29/2023,5/28/2023,regular,5/28/2023,5/28/2024,False,False,,,[],,,,,,,,[],,,,,,,,,,,
5553,False,,,3/15/2024,3/14/2024,regular,3/14/2024,3/14/2025,False,False,,,,,,,,,,,,,,,,,,,,,,
5188,True,,,11/12/2023,,Request_CheckIDAddressPhoneDOB,11/11/2023,,False,False,,,[],,,,,,,,[],,,,,,,,,,,
1903,False,male,,1/17/2019,1/16/2019,regular,1/16/2019,1/17/2020,False,False,,,['1'],Y,,,,,3.0,Moderate,['4'],,,,Y,,,,,0.0,Renter,3.0
2775,False,,,2/17/2020,2/16/2020,regular,6/5/2021,6/5/2022,False,False,,,,,,,,,,,,,,,,,,,,,,
3975,True,,34.0,8/24/2022,,Request_CheckIDAddressPhoneDOB,8/24/2022,,False,False,,,[],,,,,,,,[],,,,,,,,,,,
4851,True,male,70.0,7/28/2023,8/5/2023,regular,8/5/2023,8/5/2024,False,False,,,[],,,,,,,,[],,,,,,,,,,,
5657,False,,,4/8/2024,,Request_CheckIDAddressPhoneDOB,4/7/2024,,False,False,,,,,,,,,,,,,,,,,,,,,,
719,False,male,,6/5/2017,6/4/2017,regular,6/4/2017,6/4/2018,False,False,,,['1'],Y,,,,,4.0,High,['7'],,,,,,,Y,0,0.0,Renter,
4541,False,,,4/30/2023,4/30/2023,regular,4/30/2023,4/30/2024,False,False,,,,,,,,,,,,,,,,,,,,,,
4588,True,,,5/13/2023,5/13/2023,regular,5/13/2023,5/13/2024,False,False,,,,,,,,,,,,,,,,,,,,,,
4695,False,,,6/12/2023,6/11/2023,regular,6/11/2023,6/11/2024,False,False,,,,,,,,,,,,,,,,,,,,,,
3784,True,other,34.0,6/19/2022,,Request_CheckIDAddressPhoneDOB,6/19/2022,,False,False,,,['1'],Y,,,,,2.0,Low,"['3', '5', '7']",,,Y,,Y,,Y,0,2.0,Not Specified,1.0
3576,True,,,2/21/2022,2/20/2022,regular,2/20/2022,2/20/2023,False,False,,,,,,,,,,,,,,,,,,,,,,
623,True,,,4/25/2017,4/29/2017,regular,10/22/2022,10/22/2023,False,False,,,[],,,,,,,,[],,,,,,,,,,,
2801,True,,,2/26/2020,,Request_CheckIDAddressPhoneDOB,2/25/2020,,False,False,,,,,,,,,,,,,,,,,,,,,,
591,False,,,4/9/2017,4/9/2017,regular,4/9/2017,4/9/2018,False,False,,,['1'],Y,,,,,3.0,Moderate,"['4', '5']",,,,Y,Y,,,,0.0,Renter,1.0
927,True,,,9/4/2017,9/9/2017,ExtremelyOverdueItems,2/23/2019,,False,False,,,[],,,,,,,,[],,,,,,,,,,,
448,True,male,,12/19/2016,12/18/2016,regular,12/18/2016,12/18/2017,False,False,,,['1'],Y,,,,,3.0,Moderate,['4'],,,,Y,,,,,0.0,Renter,
5844,False,,,5/30/2024,5/29/2024,regular,5/29/2024,5/29/2025,False,False,,,,,,,,,,,,,,,,,,,,,,
5420,True,,,2/6/2024,2/5/2024,regular,2/5/2024,2/5/2025,False,False,,,,,,,,,,,,,,,,,,,,,,
5902,True,,0.0,6/13/2024,6/12/2024,regular,6/12/2024,6/12/2025,False,False,,,[],,,,,,,,[],,,,,,,,,,,
660,False,female,,5/11/2017,,Request_CheckIDAddressPhoneDOB,5/11/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,
670,False,,,5/18/2017,5/17/2017,regular,5/17/2017,5/17/2018,False,False,,,,,,,,,,,,,,,,,,,,,,
1541,False,,,7/2/2018,7/1/2018,regular,7/1/2018,7/1/2019,False,False,,,,,,,,,,,,,,,,,,,,,,
3328,False,,,9/18/2021,9/18/2021,regular,10/2/2022,9/18/2023,False,False,,,,,,,,,,,,,,,,,,,,,,
5490,False,female,,2/25/2024,,Request_CheckIDAddressPhoneDOB,2/24/2024,,False,False,,,['1'],Y,,,,,2.0,Low,['2'],,Y,,,,,,,0.0,Renter,1.0
1387,True,,,5/4/2018,,Request_CheckIDAddressPhoneDOB,5/3/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,
5545,True,,,3/11/2024,3/11/2024,regular,3/11/2024,3/11/2025,False,False,,,[],,,,,,,,[],,,,,,,,,,,
56,True,female,,9/3/2015,5/26/2019,regular,5/26/2019,5/26/2020,False,False,,,[],,,,,,,,[],,,,,,,,,,,
415,True,,,11/26/2016,,Request_CheckIDAddressPhoneDOB,11/26/2016,,False,False,,,,,,,,,,,,,,,,,,,,,,
420,True,male,,11/29/2016,9/5/2018,regular,9/5/2018,9/5/2019,False,False,,,,,,,,,,,,,,,,,,,,,,
734,False,female,,6/13/2017,6/14/2017,regular,5/16/2018,6/14/2019,False,False,,,,,,,,,,,,,,,,,,,,,,
868,False,male,,8/12/2017,8/12/2017,regular,8/12/2017,8/12/2018,False,False,,,['4'],,,,Y,,4.0,High,['5'],,,,,Y,,,,1.0,Homeowner,
890,False,,,8/19/2017,8/30/2017,regular,8/30/2017,8/30/2018,False,False,,,,,,,,,,,,,,,,,,,,,,
966,False,female,,9/18/2017,9/17/2017,regular,9/17/2017,9/18/2018,False,False,,,[],,,,,,,,[],,,,,,,,,,,
2075,True,,,4/16/2019,4/21/2019,regular,5/8/2020,4/21/2021,False,False,,,[],,,,,,,,[],,,,,,,,,,,
2197,True,female,,6/1/2019,6/1/2019,regular,6/1/2019,6/1/2020,False,False,,,['1'],Y,,,,,2.0,Low,['5'],,,,,Y,,,,0.0,Renter,
2620,False,,,11/21/2019,,Request_CheckIDAddressPhoneDOB,11/21/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,
3025,True,,,11/12/2020,2/27/2022,regular,2/27/2022,2/27/2023,False,False,,,,,,,,,,,,,,,,,,,,,,
3554,True,,,2/11/2022,,Request_CheckIDAddressPhoneDOB,2/11/2022,,False,False,,,,,,,,,,,,,,,,,,,,,,
4479,True,,,4/9/2023,4/9/2023,regular,4/9/2023,4/9/2024,False,False,,,,,,,,,,,,,,,,,,,,,,
4636,True,,28.0,5/26/2023,5/28/2023,regular,5/28/2023,5/28/2024,False,False,,,[],,,,,,,,[],,,,,,,,,,,
5147,True,,,10/28/2023,10/29/2023,regular,10/29/2023,10/29/2024,False,False,,,[],,,,,,,,[],,,,,,,,,,,
5392,True,,,1/30/2024,1/29/2024,regular,1/29/2024,1/30/2025,False,False,,,[],,,,,,,,[],,,,,,,,,,,
5513,False,,,3/3/2024,,Request_CheckIDAddressPhoneDOB,3/2/2024,,False,False,,,,,,,,,,,,,,,,,,,,,,
4121,False,,,11/2/2022,11/1/2022,regular,11/1/2022,11/1/2023,False,False,,,[],,,,,,,,[],,,,,,,,,,,
3902,True,,,7/31/2022,1/11/2023,regular,1/11/2023,1/11/2024,False,False,,,,,,,,,,,,,,,,,,,,,,
2716,True,male,,1/19/2020,1/19/2020,regular,3/1/2022,3/1/2023,False,False,,,['1'],Y,,,,,4.0,High,['5'],,,,,Y,,,0,0.0,Renter,
234,False,female,,7/13/2016,7/13/2016,regular,1/9/2021,1/9/2022,False,False,,,[],,,,,,,,[],,,,,,,,,0.0,Renter,1.0
424,False,,,11/30/2016,11/30/2016,regular,3/24/2024,3/24/2025,False,False,,,[],,,,,,,,[],,,,,,,,,,,
4705,True,,,6/15/2023,6/14/2023,regular,6/14/2023,6/14/2024,False,False,,,[],,,,,,,,[],,,,,,,,,,,
68,True,male,,10/27/2015,,Request_CheckIDAddressPhoneDOB,10/27/2015,,False,False,,,,,,,,,,,,,,,,,,,,,,
2299,False,,,7/10/2019,,Request_CheckIDAddressPhoneDOB,7/10/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,
4071,False,,,10/9/2022,,Request_CheckIDAddressPhoneDOB,10/9/2022,,False,False,,,,,,,,,,,,,,,,,,,,,,
5796,True,male,24.0,5/17/2024,,Request_CheckIDAddressPhoneDOB,5/17/2024,,False,False,,,[],,,,,,,,[],,,,,,,,,,,
5113,True,,,10/20/2023,10/28/2023,regular,10/28/2023,10/28/2024,False,False,,,,,,,,,,,,,,,,,,,,,,
2315,False,,,7/18/2019,,Request_CheckIDAddressPhoneDOB,7/17/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,
217,False,female,,7/6/2016,,Request_CheckIDAddressPhoneDOB,7/6/2016,,False,False,,,,,,,,,,,,,,,,,,,,,,
3959,False,,,8/18/2022,8/17/2022,regular,8/19/2023,8/18/2024,False,False,,,[],,,,,,,,[],,,,,,,,,,,
3613,False,,,3/20/2022,,Request_CheckIDAddressPhoneDOB,3/20/2022,,False,False,,,[],,,,,,,,[],,,,,,,,,,,
4078,False,,27.0,10/12/2022,,Request_CheckIDAddressPhoneDOB,10/12/2022,,False,False,,,,,,,,,,,,,,,,,,,,,,
1481,True,,,6/8/2018,12/19/2021,regular,12/19/2021,12/19/2022,False,False,,,,,,,,,,,,,,,,,,,,,,
2516,False,female,,10/6/2019,,Request_CheckIDAddressPhoneDOB,10/6/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,
5468,False,,,2/19/2024,2/18/2024,regular,2/18/2024,2/18/2025,False,False,,,[],,,,,,,,[],,,,,,,,,,,
5832,True,,,5/26/2024,5/26/2024,regular,5/26/2024,5/26/2025,False,False,,,,,,,,,,,,,,,,,,,,,,
607,True,male,,4/17/2017,4/19/2017,regular,9/22/2021,9/22/2022,False,False,,,,,,,,,,,,,,,,,,,,,,
1238,True,,,3/1/2018,,Request_CheckIDAddressPhoneDOB,3/1/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,
1779,False,,,10/25/2018,,Request_CheckIDAddressPhoneDOB,10/24/2018,,False,False,,,,,,,,,,,,,,,,,,,,,,
3188,True,,,6/12/2021,6/12/2021,regular,6/12/2021,6/12/2022,False,False,,,,,,,,,,,,,,,,,,,,,,
3376,True,,,10/16/2021,11/3/2021,regular,11/3/2021,11/3/2022,False,False,,,,,,,,,,,,,,,,,,,,,,
1100,False,,,12/7/2017,,Request_CheckIDAddressPhoneDOB,12/7/2017,,False,False,,,,,,,,,,,,,,,,,,,,,,
636,True,male,,4/30/2017,4/30/2017,regular,8/8/2020,8/8/2021,False,False,,,,,,,,,,,,,,,,,,,,,,
5549,False,,,3/13/2024,,Request_CheckIDAddressPhoneDOB,3/13/2024,,False,False,,,,,,,,,,,,,,,,,,,,,,
2464,True,female,,9/17/2019,,Request_CheckIDAddressPhoneDOB,9/16/2019,,False,False,,,,,,,,,,,,,,,,,,,,,,
4892,True,,27.0,8/8/2023,,Request_CheckIDAddressPhoneDOB,8/8/2023,,False,False,,,[],,,,,,,,[],,,,,,,,,,,
