Transaction ID,Member ID,Payment method,Payment Amount,Discount,On Account,Transaction Amount,Amount Due,Amount Paid,Amount Due For Line Item,Actual Paid,Date,Item Type,Applicable Taxes,Item ID,Item Name,Membership Type,Project ID,Project Name,Handled By,Notes,Renewal
3028659,4217,,,,,,,,,,1/3/2023 6:16 PM,Check Out (Renewal),,4465.0,Hand Saw,,,,mil,,Renewal
3028659,4217,,,,,,,,,,1/3/2023 6:16 PM,Check Out (Renewal),,5410.0,Round Shovel,,,,mil,,Renewal
3028661,3257,Discount,,3.30,,,(3.30),,,,1/3/2023 6:16 PM,,,,,,,,,,
3028661,3257,On Account,,,(3.30),,(3.30),,,,1/3/2023 6:16 PM,,,,,,,,,,
3028666,3257,,,,,3.30,3.30,,3.3,3.30,1/3/2023 6:18 PM,Late Fee,,4859.0,Blender,,,,kam,,
3028666,3257,,,,,3.30,3.30,,,,1/3/2023 6:18 PM,Check Out (Renewal),,4859.0,Blender,,,,kam,,Renewal
3028666,3257,On Account,,,3.30,3.30,3.30,,,,1/3/2023 6:18 PM,,,,,,,,,,
3028679,3257,,,,,,,,,,1/3/2023 6:26 PM,Loan Return,,4859.0,Blender,,,,mil,,
3028687,4241,,,,,,,,,,1/3/2023 6:31 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,Ove,,
3028691,4151,,,,,,,,,,1/3/2023 6:33 PM,Loan Return,,7699.0,Snow Sled,,,,mil,,
3028712,4240,,,,,,,,,,1/3/2023 6:57 PM,Check Out,,6810.0,Hot Plate,,,,mil,,
3028712,4240,,,,,,,,,,1/3/2023 6:57 PM,Check Out,,6265.0,Mixer,,,,mil,,
3028712,4240,,,,,,,,,,1/3/2023 6:57 PM,Check Out,,6264.0,Microphone,,,,mil,,
3028712,4240,,,,,,,,,,1/3/2023 6:57 PM,Check Out,,7608.0,Label Maker,,,,mil,,
3028731,4169,,,,,1.40,1.40,1.40,1.4,1.40,1/3/2023 7:15 PM,Late Fee,,7750.0,Staple Gun,,,,mil,,
3028731,4169,,,,,1.40,1.40,1.40,,,1/3/2023 7:15 PM,Check Out (Renewal),,7750.0,Staple Gun,,,,mil,,Renewal
3028731,4169,External Credit/Debit,1.40,,,1.40,1.40,1.40,,,1/3/2023 7:15 PM,,,,,,,,,,
3028742,4188,,,,,4.60,2.00,2.00,2.3,2.30,1/3/2023 7:24 PM,Late Fee,,5013.0,"Power Sander, Palm Grip",,,,mil,,
3028742,4188,,,,,4.60,2.00,2.00,2.3,2.30,1/3/2023 7:24 PM,Late Fee,,7379.0,Power Sander,,,,mil,,
3028742,4188,Cash,2.00,,,4.60,2.00,2.00,,,1/3/2023 7:24 PM,,,,,,,,,,
3028742,4188,Discount,,2.60,,4.60,2.00,2.00,,,1/3/2023 7:24 PM,,,,,,,,,,
3028745,4225,,,,,40.00,40.00,40.00,,40.00,1/3/2023 7:30 PM,Membership Fee,,,,regular,,,mil,,
3028745,4225,External Credit/Debit,40.00,,,40.00,40.00,40.00,,,1/3/2023 7:30 PM,,,,,,,,,,
3028746,3449,,,,,,,,,,1/3/2023 7:33 PM,Membership Change,,,,regular,,,ade,,
3028746,3449,,,,,,,,,,1/3/2023 7:33 PM,Check Out,,5541.0,Ladder,,,,ade,,
3028746,3449,,,,,,,,,,1/3/2023 7:33 PM,Check Out,,5447.0,Pole Sander,,,,ade,,
3028746,3449,,,,,,,,,,1/3/2023 7:33 PM,Check Out,,217.0,Profile Sander Kit,,,,ade,,
3028746,3449,,,,,,,,,,1/3/2023 7:33 PM,Check Out,,7253.0,Hack Saw,,,,ade,,
3028746,3449,,,,,,,,,,1/3/2023 7:33 PM,Check Out,,7199.0,"Hack Saw, Small",,,,ade,,
3028752,4242,,,,,,,,,,1/3/2023 7:39 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,gwe,,
3028754,4242,,,,,,,,,,1/3/2023 7:41 PM,Membership Change,,,,regular,,,mil,,
3028755,4242,,,,,,,,,,1/3/2023 7:43 PM,Check Out,,6046.0,Phillips Screwdriver,,,,mil,,
3028755,4242,,,,,,,,,,1/3/2023 7:43 PM,Check Out,,902.0,Hammer,,,,mil,,
3028762,4214,,,,,,,,,,1/3/2023 7:57 PM,Loan Return,,8935.0,Cordless Impact Drill,,,,ade,,
3028762,4214,,,,,,,,,,1/3/2023 7:57 PM,Loan Return,,8838.0,Stud Finder,,,,ade,,
3028762,4214,,,,,,,,,,1/3/2023 7:57 PM,Loan Return,,1396.0,"Torx Screwdriver, T10",,,,ade,,
3028765,4217,,,,,,,,,,1/3/2023 8:03 PM,Check Out,,675.0,"Crow Bar, Chisel End",,,,mil,,
3028765,4217,,,,,,,,,,1/3/2023 8:03 PM,Check Out,,4783.0,Shears,,,,mil,,
3028773,4230,,,,,,,,,,1/3/2023 8:29 PM,Loan Return,,4406.0,Pipe Wrench,,,,mil,,
3028773,4230,,,,,,,,,,1/3/2023 8:29 PM,Loan Return,,746.0,"Vise Grip, Medium",,,,mil,,
3028779,4035,,,,,,,,,,1/3/2023 8:50 PM,Check Out,,8814.0,Bike Pump,,,,mil,,
3028779,4035,,,,,,,,,,1/3/2023 8:50 PM,Check Out,,7039.0,Third Hand,,,,mil,,
3030450,4243,,,,,,,,,,1/4/2023 5:35 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,tur,,
3030481,3903,,,,,5.00,5.00,5.00,0.7,0.70,1/4/2023 6:14 PM,Late Fee,,5214.0,Mixer,,,,bri,,
3030481,3903,,,,,5.00,5.00,5.00,,4.30,1/4/2023 6:14 PM,Donation,,,,,,,bri,,
3030481,3903,Cash,5.00,,,5.00,5.00,5.00,,,1/4/2023 6:14 PM,,,,,,,,,,
3030489,4244,,,,,,,,,,1/4/2023 6:42 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,dby,,
3030491,4244,,,,,10.00,10.00,10.00,,10.00,1/4/2023 6:44 PM,Membership Fee,,,,regular,,,bri,,
3030491,4244,External Credit/Debit,10.00,,,10.00,10.00,10.00,,,1/4/2023 6:44 PM,,,,,,,,,,
3030492,4244,,,,,,,,,,1/4/2023 6:44 PM,Check Out,,6865.0,Bar Clamp,,,,bri,,
3030492,4244,,,,,,,,,,1/4/2023 6:44 PM,Check Out,,6866.0,Bar Clamp,,,,bri,,
3030500,4245,,,,,,,,,,1/4/2023 7:00 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,gar,,
3030501,4245,,,,,5.00,5.00,5.00,,5.00,1/4/2023 7:04 PM,Membership Fee,,,,regular,,,bri,,
3030501,4245,External Credit/Debit,5.00,,,5.00,5.00,5.00,,,1/4/2023 7:04 PM,,,,,,,,,,
3030502,4245,,,,,,,,,,1/4/2023 7:04 PM,Check Out,,637.0,Sewing Machine,,,,bri,,
3030502,4245,,,,,,,,,,1/4/2023 7:04 PM,Check Out,,4305.0,Iron,,,,bri,,
3030535,4087,,,,,,,,,,1/4/2023 7:59 PM,Check Out,,8838.0,Stud Finder,,,,bri,,
3030535,4087,,,,,,,,,,1/4/2023 7:59 PM,Check Out,,3823.0,Corded Drill,,,,bri,,
3030535,4087,,,,,,,,,,1/4/2023 7:59 PM,Check Out,,4935.0,Drill Bit & Screwdriver Set,,,,bri,,
3030536,4087,,,,,,,,,,1/4/2023 8:00 PM,Check Out,,96.0,Level,,,,bri,,
3030556,3133,,,,,,,,,,1/4/2023 8:29 PM,Check Out,,5013.0,"Power Sander, Palm Grip",,,,bri,,
3030556,3133,On Account,,,,,,,,,1/4/2023 8:29 PM,,,,,,,,,,
3030557,3133,,,,,,,,,,1/4/2023 8:30 PM,Loan Return,,5013.0,"Power Sander, Palm Grip",,,,bri,,
3030557,3133,,,,,,,,,,1/4/2023 8:30 PM,Check Out (Renewal),,5013.0,"Power Sander, Palm Grip",,,,bri,,Renewal
3030557,3133,On Account,,,,,,,,,1/4/2023 8:30 PM,,,,,,,,,,
3034634,4246,,,,,,,,,,1/7/2023 9:28 AM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,lnn,,
3034645,4246,,,,,20.00,20.00,20.00,,20.00,1/7/2023 9:31 AM,Membership Fee,,,,regular,,,Gin,,
3034645,4246,External Credit/Debit,20.00,,,20.00,20.00,20.00,,,1/7/2023 9:31 AM,,,,,,,,,,
3034702,4246,,,,,,,,,,1/7/2023 9:48 AM,Check Out,,8835.0,1.5â brush,,,,Gin,,
3034702,4246,,,,,,,,,,1/7/2023 9:48 AM,Check Out,,7019.0,Paint Roller Extension Pole,,,,Gin,,
3034702,4246,,,,,,,,,,1/7/2023 9:48 AM,Check Out,,8099.0,Paint Roller Extension Pole,,,,Gin,,
3034702,4246,,,,,,,,,,1/7/2023 9:48 AM,Check Out,,629.0,Paint Roller,,,,Gin,,
3034702,4246,,,,,,,,,,1/7/2023 9:48 AM,Check Out,,7856.0,Paint Roller,,,,Gin,,
3034702,4246,,,,,,,,,,1/7/2023 9:48 AM,Check Out,,6365.0,Paint Tray,,,,Gin,,
3034702,4246,,,,,,,,,,1/7/2023 9:48 AM,Check Out,,6368.0,Paint Tray,,,,Gin,,
3034702,4246,,,,,,,,,,1/7/2023 9:48 AM,Check Out,,7858.0,Paint Tray,,,,Gin,,
3034702,4246,,,,,,,,,,1/7/2023 9:48 AM,Check Out,,7919.0,Paint Tray,,,,Gin,,
3034702,4246,,,,,,,,,,1/7/2023 9:48 AM,Check Out,,645.0,Paint roller extension pole,,,,Gin,,
3034702,4246,,,,,,,,,,1/7/2023 9:48 AM,Check Out,,646.0,Paint roller extension pole,,,,Gin,,
3034707,4246,,,,,,,,,,1/7/2023 9:49 AM,Check Out,,6383.0,Paint Roller,,,,Gin,,
3034843,3312,,,,,0.80,0.80,0.80,0.4,0.40,1/7/2023 10:28 AM,Late Fee,,7406.0,Claw Hammer,,,,Gin,,
3034843,3312,,,,,0.80,0.80,0.80,0.4,0.40,1/7/2023 10:28 AM,Late Fee,,7629.0,Ladder,,,,Gin,,
3034843,3312,,,,,0.80,0.80,0.80,,,1/7/2023 10:28 AM,Check Out (Renewal),,7629.0,Ladder,,,,Gin,,Renewal
3034843,3312,Cash,0.80,,,0.80,0.80,0.80,,,1/7/2023 10:28 AM,,,,,,,,,,
3034886,3312,,,,,,,,,,1/7/2023 10:46 AM,Check Out,,8755.0,"Cordless Drill Kit, 3/8in",,,,Gin,,
3034901,4051,,,,,,,,,,1/7/2023 10:51 AM,Check Out,,6722.0,Heat Gun,,,,Gin,,
3034901,4051,,,,,,,,,,1/7/2023 10:51 AM,Check Out,,5435.0,Scrabble Crossword Game: Deluxe Turntable,,,,Gin,,
3034958,4247,,,,,,,,,,1/7/2023 11:08 AM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,dbo,,
3035005,4183,,,,,12.40,12.40,12.40,3.1,3.10,1/7/2023 11:22 AM,Late Fee,,8241.0,Adjusable Wrench,,,,Gin,,
3035005,4183,,,,,12.40,12.40,12.40,3.1,3.10,1/7/2023 11:22 AM,Late Fee,,5500.0,Hand Saw,,,,Gin,,
3035005,4183,,,,,12.40,12.40,12.40,3.1,3.10,1/7/2023 11:22 AM,Late Fee,,6741.0,Socket Set,,,,Gin,,
3035005,4183,,,,,12.40,12.40,12.40,3.1,3.10,1/7/2023 11:22 AM,Late Fee,,8987.0,Socket Wrench,,,,Gin,,
3035005,4183,External Credit/Debit,12.40,,,12.40,12.40,12.40,,,1/7/2023 11:22 AM,,,,,,,,,,
3035007,2698,,,,,16.80,16.80,16.80,2.1,2.10,1/7/2023 11:22 AM,Late Fee,,6805.0,Flat Screwdriver,,,,Gin,,
3035007,2698,,,,,16.80,16.80,16.80,2.1,2.10,1/7/2023 11:22 AM,Late Fee,,8978.0,Hatchet,,,,Gin,,
3035007,2698,,,,,16.80,16.80,16.80,2.1,2.10,1/7/2023 11:22 AM,Late Fee,,4971.0,Level,,,,Gin,,
3035007,2698,,,,,16.80,16.80,16.80,2.1,2.10,1/7/2023 11:22 AM,Late Fee,,8066.0,Rubber Mallet,,,,Gin,,
3035007,2698,,,,,16.80,16.80,16.80,2.1,2.10,1/7/2023 11:22 AM,Late Fee,,2490.0,"Socket Wrench Set, SAE",,,,Gin,,
3035007,2698,,,,,16.80,16.80,16.80,2.1,2.10,1/7/2023 11:22 AM,Late Fee,,103.0,Stud Finder,,,,Gin,,
3035007,2698,,,,,16.80,16.80,16.80,2.1,2.10,1/7/2023 11:22 AM,Late Fee,,4053.0,Key Hole Saw,,,,Gin,,
3035007,2698,,,,,16.80,16.80,16.80,2.1,2.10,1/7/2023 11:22 AM,Late Fee,,6186.0,Key Hole Saw,,,,Gin,,
3035007,2698,External Credit/Debit,16.80,,,16.80,16.80,16.80,,,1/7/2023 11:22 AM,,,,,,,,,,
3035035,1032,,,,,0.30,0.30,0.30,0.3,0.30,1/7/2023 11:30 AM,Late Fee,,7876.0,Griddle,,,,Gin,,
3035035,1032,Cash,0.30,,,0.30,0.30,0.30,,,1/7/2023 11:30 AM,,,,,,,,,,
3035063,4247,,,,,20.00,20.00,20.00,,20.00,1/7/2023 11:38 AM,Membership Fee,,,,regular,,,Gin,,
3035063,4247,Cash,20.00,,,20.00,20.00,20.00,,,1/7/2023 11:38 AM,,,,,,,,,,
3035075,4247,,,,,,,,,,1/7/2023 11:41 AM,Check Out,,6955.0,Bucket With Wringer,,,,Gin,,
3035105,2698,,,,,,,,,,1/7/2023 11:47 AM,Check Out,,6238.0,Hole Saw Bit,,,,Gin,,
3035152,3793,,,,,,,,,,1/7/2023 11:57 AM,Check Out,,474.0,Wire Stripper,,,,Gin,,
3035152,3793,,,,,,,,,,1/7/2023 11:57 AM,Check Out,,1411.0,Three Hole Punch,,,,Gin,,
3035152,3793,,,,,,,,,,1/7/2023 11:57 AM,Check Out,,7681.0,Rotary Tool Kit,,,,Gin,,
3035155,1402,,,,,0.40,0.40,0.40,0.4,0.40,1/7/2023 11:57 AM,Late Fee,,6871.0,Coping Saw,,,,Gin,,
3035155,1402,Cash,0.40,,,0.40,0.40,0.40,,,1/7/2023 11:57 AM,,,,,,,,,,
3036445,3620,,,,,4.40,,,2.2,2.20,1/8/2023 4:02 PM,Late Fee,,8197.0,Profile Sander Kit,,,,Nat,,
3036445,3620,,,,,4.40,,,2.2,2.20,1/8/2023 4:02 PM,Late Fee,,8963.0,Random Orbit Sander,,,,Nat,,
3036445,3620,Discount,,4.40,,4.40,,,,,1/8/2023 4:02 PM,,,,,,,,,,
3036472,393,,,,,0.40,0.40,,0.4,0.40,1/8/2023 4:14 PM,Late Fee,,7686.0,Cuisinanart Food Processor,,,,Nat,,
3036472,393,On Account,,,0.40,0.40,0.40,,,,1/8/2023 4:14 PM,,,,,,,,,,
3036474,3965,,,,,,,,,,1/8/2023 4:16 PM,Check Out,,7313.0,Laser Level,,,,Nat,,
3036478,3467,,,,,1.50,(2.60),,0.5,0.50,1/8/2023 4:23 PM,Late Fee,,4481.0,Claw Hammer,,,,Nat,,
3036478,3467,,,,,1.50,(2.60),,0.5,0.50,1/8/2023 4:23 PM,Late Fee,,8021.0,Phillips Screwdriver,,,,Nat,,
3036478,3467,,,,,1.50,(2.60),,0.5,0.50,1/8/2023 4:23 PM,Late Fee,,8756.0,screwdriver,,,,Nat,,
3036478,3467,On Account,,,(2.60),1.50,(2.60),,,,1/8/2023 4:23 PM,,,,,,,,,,
3036478,3467,Discount,,4.10,,1.50,(2.60),,,,1/8/2023 4:23 PM,,,,,,,,,,
3036482,2705,,,,,19.60,,,2.8,2.80,1/8/2023 4:28 PM,Late Fee,,7596.0,Work Light,,,,Nat,,
3036482,2705,,,,,19.60,,,2.8,2.80,1/8/2023 4:28 PM,Late Fee,,7838.0,Paint Roller,,,,Nat,,
3036482,2705,,,,,19.60,,,2.8,2.80,1/8/2023 4:28 PM,Late Fee,,7869.0,Paint Roller,,,,Nat,,
3036482,2705,,,,,19.60,,,2.8,2.80,1/8/2023 4:28 PM,Late Fee,,4447.0,Power Strip,,,,Nat,,
3036482,2705,,,,,19.60,,,2.8,2.80,1/8/2023 4:28 PM,Late Fee,,5627.0,"Paint Roller, Small",,,,Nat,,
3036482,2705,,,,,19.60,,,2.8,2.80,1/8/2023 4:28 PM,Late Fee,,5666.0,Work Light,,,,Nat,,
3036482,2705,,,,,19.60,,,2.8,2.80,1/8/2023 4:28 PM,Late Fee,,6712.0,Work Light,,,,Nat,,
3036482,2705,Discount,,19.60,,19.60,,,,,1/8/2023 4:28 PM,,,,,,,,,,
3036485,3328,,,,,,,,,,1/8/2023 4:29 PM,Check Out,,6805.0,Flat Screwdriver,,,,Nat,,
3036494,3467,,,,,0.50,,,0.5,0.50,1/8/2023 4:36 PM,Late Fee,,94.0,Moving Blanket,,,,Nat,,
3036494,3467,,,,,0.50,,,,,1/8/2023 4:36 PM,Check Out,,619.0,Tortilla Press,,,,Nat,,
3036494,3467,,,,,0.50,,,,,1/8/2023 4:36 PM,Check Out,,8935.0,Cordless Impact Drill,,,,Nat,,
3036494,3467,Discount,,0.50,,0.50,,,,,1/8/2023 4:36 PM,,,,,,,,,,
3036495,3986,,,,,2.50,,,0.5,0.50,1/8/2023 4:38 PM,Late Fee,,7733.0,"Bar Clamp, Small",,,,Nat,,
3036495,3986,,,,,2.50,,,0.5,0.50,1/8/2023 4:38 PM,Late Fee,,7735.0,"Bar Clamp, Small",,,,Nat,,
3036495,3986,,,,,2.50,,,0.5,0.50,1/8/2023 4:38 PM,Late Fee,,226.0,flash diffuser,,,,Nat,,
3036495,3986,,,,,2.50,,,0.5,0.50,1/8/2023 4:38 PM,Late Fee,,6231.0,Hack Saw,,,,Nat,,
3036495,3986,,,,,2.50,,,0.5,0.50,1/8/2023 4:38 PM,Late Fee,,8353.0,Jigsaw,,,,Nat,,
3036495,3986,Discount,,2.50,,2.50,,,,,1/8/2023 4:38 PM,,,,,,,,,,
3036504,3523,,,,,,,,,,1/8/2023 4:47 PM,Check Out,,7747.0,Glue Gun,,,,Nat,,
3036504,3523,,,,,,,,,,1/8/2023 4:47 PM,Check Out,,1380.0,Sewing Machine,,,,Nat,,
3036504,3523,On Account,,,,,,,,,1/8/2023 4:47 PM,,,,,,,,,,
3036506,3791,,,,,,,,,,1/8/2023 4:49 PM,Check Out,,5378.0,Corded Drill,,,,Nat,,
3036506,3791,,,,,,,,,,1/8/2023 4:49 PM,Check Out,,103.0,Stud Finder,,,,Nat,,
3036506,3791,,,,,,,,,,1/8/2023 4:49 PM,Check Out,,4613.0,Rubber Mallet,,,,Nat,,
3036506,3791,,,,,,,,,,1/8/2023 4:49 PM,Check Out,,6021.0,Extension Cord,,,,Nat,,
3036506,3791,,,,,,,,,,1/8/2023 4:49 PM,Check Out,,4971.0,Level,,,,Nat,,
3036511,4213,,,,,3.00,3.00,3.00,1.5,1.50,1/8/2023 5:00 PM,Late Fee,,7375.0,Hand Truck,,,,Nat,,
3036511,4213,,,,,3.00,3.00,3.00,1.5,1.50,1/8/2023 5:00 PM,Late Fee,,319.0,"Hand Truck, Convertible",,,,Nat,,
3036511,4213,Cash,3.00,,,3.00,3.00,3.00,,,1/8/2023 5:00 PM,,,,,,,,,,
3036512,3328,,,,,,,,,,1/8/2023 5:01 PM,Loan Return,,6805.0,Flat Screwdriver,,,,Nat,,
3036515,4248,,,,,,,,,,1/8/2023 5:08 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,mik,,
3036519,3374,,,,,8.00,,,4.0,4.00,1/8/2023 5:13 PM,Late Fee,,860.0,Box,,,,Nat,,
3036519,3374,,,,,8.00,,,4.0,4.00,1/8/2023 5:13 PM,Late Fee,,7700.0,Serger,,,,Nat,,
3036519,3374,Discount,,8.00,,8.00,,,,,1/8/2023 5:13 PM,,,,,,,,,,
3036520,4248,,,,,,,,,,1/8/2023 5:22 PM,Membership Change,,,,regular,,,Nat,,
3036522,3620,,,,,,,,,,1/8/2023 5:28 PM,Check Out,,4481.0,Claw Hammer,,,,Nat,,
3036522,3620,,,,,,,,,,1/8/2023 5:28 PM,Check Out,,8906.0,Claw Hammer,,,,Nat,,
3036532,4249,,,,,,,,,,1/8/2023 6:18 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,Don,,
3036533,4250,,,,,,,,,,1/8/2023 6:18 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,vvv,,
3036534,4249,,,,,20.00,20.00,20.00,,20.00,1/8/2023 6:20 PM,Membership Fee,,,,regular,,,bri,,
3036534,4249,External Credit/Debit,20.00,,,20.00,20.00,20.00,,,1/8/2023 6:20 PM,,,,,,,,,,
3036538,4250,,,,,10.00,10.00,10.00,,10.00,1/8/2023 6:33 PM,Membership Fee,,,,regular,,,bri,,
3036538,4250,External Bank Transfer,10.00,,,10.00,10.00,10.00,,,1/8/2023 6:33 PM,,,,,,,,,,
3036539,4250,,,,,,,,,,1/8/2023 6:34 PM,Check Out,,1377.0,workbench,,,,bri,,
3036539,4250,,,,,,,,,,1/8/2023 6:34 PM,Check Out,,8261.0,Chalkline,,,,bri,,
3036539,4250,,,,,,,,,,1/8/2023 6:34 PM,Check Out,,7347.0,"Chisel, Brick Set",,,,bri,,
3036539,4250,,,,,,,,,,1/8/2023 6:34 PM,Check Out,,8079.0,"Wood Chisel, Straight Edge",,,,bri,,
3036539,4250,,,,,,,,,,1/8/2023 6:34 PM,Check Out,,4012.0,Garden Shears,,,,bri,,
3036539,4250,,,,,,,,,,1/8/2023 6:34 PM,Check Out,,5036.0,Rubber Mallet,,,,bri,,
3036539,4250,,,,,,,,,,1/8/2023 6:34 PM,Check Out,,4673.0,Quick Grip Clamp,,,,bri,,
3036539,4250,,,,,,,,,,1/8/2023 6:34 PM,Check Out,,6113.0,Quick Grip Clamp,,,,bri,,
3036539,4250,,,,,,,,,,1/8/2023 6:34 PM,Check Out,,4926.0,Chisel,,,,bri,,
3036539,4250,,,,,,,,,,1/8/2023 6:34 PM,Check Out,,5255.0,Chisel,,,,bri,,
3036540,4251,,,,,,,,,,1/8/2023 6:42 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,sop,,
3036541,4251,,,,,,,,,,1/8/2023 6:44 PM,Membership Change,,,,regular,,,Nat,,
3036542,4251,,,,,,,,,,1/8/2023 6:44 PM,Check Out,,6889.0,Cordless Drill Set,,,,Nat,,
3036544,3266,,,,,,,,,,1/8/2023 6:57 PM,Check Out,,5244.0,Corded Drill,,,,Nat,,
3037277,4001,,,,,4.20,,,0.6,0.60,1/9/2023 8:53 AM,Late Fee,,8031.0,Miter Saw,,,,Gin,,
3037277,4001,,,,,4.20,,,0.6,0.60,1/9/2023 8:53 AM,Late Fee,,720.0,Cordless Drill And Impact Set,,,,Gin,,
3037277,4001,,,,,4.20,,,0.6,0.60,1/9/2023 8:53 AM,Late Fee,,8732.0,"Screwdriver Bit Set, 42pc",,,,Gin,,
3037277,4001,,,,,4.20,,,0.6,0.60,1/9/2023 8:53 AM,Late Fee,,4602.0,Adjustable Square,,,,Gin,,
3037277,4001,,,,,4.20,,,0.6,0.60,1/9/2023 8:53 AM,Late Fee,,7524.0,Tack Hammer,,,,Gin,,
3037277,4001,,,,,4.20,,,0.6,0.60,1/9/2023 8:53 AM,Late Fee,,6938.0,C-clamp,,,,Gin,,
3037277,4001,,,,,4.20,,,0.6,0.60,1/9/2023 8:53 AM,Late Fee,,8274.0,C-clamp,,,,Gin,,
3037277,4001,,,,,4.20,,,,,1/9/2023 8:53 AM,Check Out (Renewal),,7524.0,Tack Hammer,,,,Gin,,Renewal
3037277,4001,,,,,4.20,,,,,1/9/2023 8:53 AM,Check Out (Renewal),,4602.0,Adjustable Square,,,,Gin,,Renewal
3037277,4001,,,,,4.20,,,,,1/9/2023 8:53 AM,Check Out (Renewal),,8732.0,"Screwdriver Bit Set, 42pc",,,,Gin,,Renewal
3037277,4001,,,,,4.20,,,,,1/9/2023 8:53 AM,Check Out (Renewal),,720.0,Cordless Drill And Impact Set,,,,Gin,,Renewal
3037277,4001,,,,,4.20,,,,,1/9/2023 8:53 AM,Check Out (Renewal),,8031.0,Miter Saw,,,,Gin,,Renewal
3037277,4001,,,,,4.20,,,,,1/9/2023 8:53 AM,Check Out (Renewal),,6938.0,C-clamp,,,,Gin,,Renewal
3037277,4001,,,,,4.20,,,,,1/9/2023 8:53 AM,Check Out (Renewal),,8274.0,C-clamp,,,,Gin,,Renewal
3037277,4001,Discount,,4.20,,4.20,,,,,1/9/2023 8:53 AM,,,,,,,,,,
3037279,2546,,,,,48.50,,,48.5,48.50,1/9/2023 8:54 AM,Late Fee,,7953.0,Hand Impact Driver,,,,Gin,,
3037279,2546,Discount,,48.50,,48.50,,,,,1/9/2023 8:54 AM,,,,,,,,,,
3037641,4252,,,,,,,,,,1/9/2023 12:55 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,ssu,,
3038139,4253,,,,,,,,,,1/9/2023 9:59 PM,Membership Change,,,,Request_CheckIDAddressPhoneDOB,,,rse,,
